species_index,genus,species,diameter,index1,acc1,index2,acc2
560,Helicobacter,canadensis,0.000778816199376947,854,GCF_000155455.1,1056,GCF_000162575.1
561,Helicobacter,cinaedi,0.24277043912888255,4219,GCF_000284635.1,6220,GCF_000349975.1
562,Helicobacter,heilmannii,0.40611353711790393,35524,GCF_001283005.1,35526,GCF_001283045.1
563,Helicobacter,pullorum,0.5612936880542514,36122,GCF_001298055.1,36123,GCF_001298065.1
564,Helicobacter,pylori,0.8584179747614651,9631,GCF_000476615.1,31667,GCF_001189605.1
565,Helicobacter,suis,0.08320950965824665,1717,GCF_000187605.1,1718,GCF_000187625.1
566,Helicobacter,trogontum,0.5214201183431952,20186,GCF_000765885.1,20187,GCF_000765905.1
567,Helicobacter,typhlonius,0.009620523784072688,20182,GCF_000765765.1,41705,GCF_001460635.1
568,Herbaspirillum,chlorophenolicum,0.004968139107895021,31680,GCF_001189955.1,44349,GCF_001571165.1
569,Herbaspirillum,rubrisubalbicans,0.5863509749303621,4716,GCF_000300415.1,44971,GCF_001591225.1
570,Herbaspirillum,seropedicae,0.004621555633065923,619,GCF_000143225.1,25218,GCF_001040945.1
571,Histophilus,somni,0.43069087688219665,190,GCF_000011785.1,375,GCF_000019405.1
572,Hungatella,hathewayi,0.28876636802205374,7093,GCF_000371445.1,9507,GCF_000471805.1
573,Hydrogenobacter,thermophilus,0.0,156,GCF_000010785.1,1133,GCF_000164905.1
574,Hydrogenophaga,intermedia,0.033665655252131194,19009,GCF_000723405.1,44351,GCF_001571205.1
575,Hydrogenovibrio,marinus,0.009449071108263934,18345,GCF_000696325.1,18778,GCF_000711315.1
576,Idiomarina,loihiensis,0.0,78,GCF_000008465.1,7835,GCF_000401175.1
577,Intestinimonas,butyriciproducens,0.43318122555410693,20174,GCF_000765135.1,41599,GCF_001454945.1
578,Janthinobacterium,agaricidamnosum,0.005611914526224908,19003,GCF_000723165.1,44350,GCF_001571185.1
579,Jejuia,pallidilutea,0.012923076923076923,20166,GCF_000764795.1,20473,GCF_000775755.1
580,Jeotgalibaca,dankookensis,0.2456597222222222,31772,GCF_001192875.1,34963,GCF_001263715.1
581,Jonquetella,anthropi,0.14218479068615308,1043,GCF_000161995.1,2681,GCF_000237805.1
582,Kandleria,vitulina,0.3053001170372847,15102,GCF_000621925.1,41039,GCF_001436965.1
583,Ketogulonicigenium,vulgare,0.003972687771570453,1132,GCF_000164885.1,2298,GCF_000223375.1
584,Kinetoplastibacterium,blastocrithidii,0.0,5272,GCF_000319245.1,5944,GCF_000340925.1
585,Kinetoplastibacterium,crithidii,0.0,5271,GCF_000319225.1,5941,GCF_000340825.1
586,Kingella,kingae,0.4052543320290665,9452,GCF_000470215.1,19767,GCF_000751135.1
587,Kitasatospora,setae,0.0024285714285714284,3722,GCF_000269985.1,18933,GCF_000716965.1
588,Klebsiella,[Enterobacter] aerogenes,0.6783050018344136,21463,GCF_000802765.1,24258,GCF_001011795.1
589,Klebsiella,oxytoca,0.8461232406624558,3152,GCF_000252915.2,25766,GCF_001060405.1
590,Klebsiella,pneumoniae,0.46910919540229884,22241,GCF_000826585.1,41773,GCF_001463525.1
591,Klebsiella,variicola,0.3709914064137497,25971,GCF_001065835.1,31629,GCF_001187805.1
592,Kocuria,kristinae,0.20703784044348036,42055,GCF_001475915.1,44345,GCF_001570865.1
593,Kocuria,palustris,0.5039665970772442,5181,GCF_000315815.2,46057,GCF_900008265.1
594,Kocuria,rhizophila,0.8660917670029288,2082,GCF_000214115.1,42439,GCF_001499775.1
595,Komagataeibacter,europaeus,0.4698353563273645,4246,GCF_000285295.1,23537,GCF_000964485.1
596,Komagataeibacter,hansenii,0.03692356037394925,1117,GCF_000164395.1,23534,GCF_000964405.1
597,Komagataeibacter,intermedius,0.12754644016297217,21929,GCF_000817255.2,23535,GCF_000964425.1
598,Kordiimonas,gwangyangensis,0.005816412859560068,7172,GCF_000375545.1,14913,GCF_000616065.1
599,Kosakonia,radicincitans,0.6863702670133823,4137,GCF_000280495.1,22555,GCF_000877295.1
600,Kutzneria,albida,0.007017890679055056,10998,GCF_000525635.1,18922,GCF_000715805.1
601,Kytococcus,sedentarius,0.5745950554134698,25826,GCF_001061885.1,25907,GCF_001064185.1
602,Labrenzia,alba,0.005024223936838328,40349,GCF_001404295.1,40352,GCF_001406035.1
603,Labrenzia,alexandrii,0.4792081598165248,933,GCF_000158095.1,40351,GCF_001405815.1
604,Lachnoanaerobaculum,saburreum,0.503149055283415,1670,GCF_000185385.1,3321,GCF_000257705.1
605,Lachnobacterium,bovis,0.24641266699653636,15105,GCF_000622065.1,18052,GCF_000687515.1
606,Lachnoclostridium,[Clostridium] bolteae,0.5711718188353703,7101,GCF_000371645.1,7103,GCF_000371685.1
607,Lachnoclostridium,[Clostridium] citroniae,0.306964892412231,2576,GCF_000233455.1,26407,GCF_001078435.1
608,Lachnoclostridium,[Clostridium] clostridioforme,0.31799309981872403,7095,GCF_000371505.1,7096,GCF_000371545.1
609,Lachnoclostridium,[Clostridium] symbiosum,0.3752353243196988,1774,GCF_000189595.1,9363,GCF_000466485.1
610,Lachnoclostridium,phytofermentans,0.06829334787350054,18490,GCF_000702985.1,19350,GCF_000733755.1
611,Lachnospira,multipara,0.32522600086095566,15103,GCF_000621945.1,18487,GCF_000702205.1
612,Lactobacillus,acetotolerans,0.3170873223092544,25219,GCF_001042405.1,41029,GCF_001436775.1
613,Lactobacillus,acidipiscis,0.3745286252999657,3398,GCF_000260635.1,40998,GCF_001435755.1
614,Lactobacillus,acidophilus,0.052450558899398106,981,GCF_000159715.1,14877,GCF_000615165.1
615,Lactobacillus,agilis,0.6273915514301951,34112,GCF_001243975.1,41012,GCF_001436215.1
616,Lactobacillus,amylolyticus,0.008897362567524627,1523,GCF_000178475.1,40994,GCF_001435665.1
617,Lactobacillus,amylovorus,0.5344122023809523,1618,GCF_000182855.2,40944,GCF_001433985.1
618,Lactobacillus,animalis,0.2793707180918549,18017,GCF_000685785.1,40961,GCF_001434535.1
619,Lactobacillus,antri,0.0043541364296081275,1009,GCF_000160835.1,40989,GCF_001435475.1
620,Lactobacillus,apodemi,0.007951741157115437,14906,GCF_000615885.1,40955,GCF_001434405.1
621,Lactobacillus,brevis,0.5790687919463087,21870,GCF_000814725.1,22503,GCF_000875905.1
622,Lactobacillus,buchneri,0.5089090700080469,2043,GCF_000211375.1,4660,GCF_000298115.2
623,Lactobacillus,camelliae,0.020295502516642312,36412,GCF_001311195.1,41025,GCF_001436615.1
624,Lactobacillus,casei,0.4560538541765431,5016,GCF_000309745.1,23353,GCF_000958485.1
625,Lactobacillus,ceti,0.006066734074823054,8388,GCF_000423245.1,41063,GCF_001438785.1
626,Lactobacillus,collinoides,0.10466331085573179,36421,GCF_001312845.1,45890,GCF_001623425.1
627,Lactobacillus,composti,0.010473052482937163,13581,GCF_000583695.1,41016,GCF_001436375.1
628,Lactobacillus,coryniformis,0.49835549835549836,40935,GCF_001433765.1,40987,GCF_001435425.1
629,Lactobacillus,crispatus,0.5870301086762872,1144,GCF_000165885.1,10326,GCF_000497065.1
630,Lactobacillus,crustorum,0.0004528985507246377,40962,GCF_001434585.1,41064,GCF_001438825.1
631,Lactobacillus,curvatus,0.3768946395563771,2634,GCF_000235705.1,21553,GCF_000805355.1
632,Lactobacillus,delbrueckii,0.556914546640574,31678,GCF_001189855.1,34959,GCF_001263315.1
633,Lactobacillus,equi,0.35760649087221097,10473,GCF_000504525.1,14900,GCF_000615765.1
634,Lactobacillus,equicursoris,0.46568943298969073,5112,GCF_000312625.1,40970,GCF_001434815.1
635,Lactobacillus,equigenerosi,0.015451341827053402,36415,GCF_001311375.1,44343,GCF_001570685.1
636,Lactobacillus,fabifermentans,0.155108623470259,10363,GCF_000498955.2,12803,GCF_000565485.1
637,Lactobacillus,farciminis,0.005581395348837209,1658,GCF_000184535.1,40968,GCF_001434775.1
638,Lactobacillus,farraginis,0.006951180084060782,13579,GCF_000583655.1,41001,GCF_001435875.1
639,Lactobacillus,fermentum,0.6238455079764903,9671,GCF_000477515.1,41032,GCF_001436835.1
640,Lactobacillus,floricola,0.07041767345529859,36416,GCF_001311465.1,41024,GCF_001436605.1
641,Lactobacillus,florum,0.2579185520361991,4875,GCF_000304715.1,41026,GCF_001436645.1
642,Lactobacillus,fructivorans,0.5132203389830509,21871,GCF_000814735.1,41044,GCF_001437175.1
643,Lactobacillus,fuchuensis,0.0027816411682892906,14902,GCF_000615805.1,40975,GCF_001435065.1
644,Lactobacillus,gallinarum,0.006776904310111141,14861,GCF_000614735.1,40972,GCF_001434975.1
645,Lactobacillus,gastricus,0.6658982855496326,2964,GCF_000247775.1,40954,GCF_001434365.1
646,Lactobacillus,gigeriorum,0.011255411255411256,4625,GCF_000296855.1,41022,GCF_001436575.1
647,Lactobacillus,hamsteri,0.006033661479834868,14889,GCF_000615445.1,40960,GCF_001434515.1
648,Lactobacillus,harbinensis,0.007704785077047851,8419,GCF_000425885.1,41015,GCF_001436325.1
649,Lactobacillus,hayakitensis,0.007668711656441718,14904,GCF_000615845.1,40957,GCF_001434455.1
650,Lactobacillus,helveticus,0.5442522889114955,24071,GCF_001006025.1,41057,GCF_001437535.1
651,Lactobacillus,hilgardii,0.009142160597287825,963,GCF_000159315.1,40965,GCF_001434655.1
652,Lactobacillus,hokkaidonensis,0.0045045045045045045,22295,GCF_000829395.1,41055,GCF_001437505.1
653,Lactobacillus,hominis,0.003259259259259259,4624,GCF_000296835.1,41010,GCF_001436125.1
654,Lactobacillus,iners,0.4202279202279202,783,GCF_000149105.1,1564,GCF_000179935.1
655,Lactobacillus,ingluviei,0.5752466367713005,40999,GCF_001435775.1,41047,GCF_001437235.1
656,Lactobacillus,jensenii,0.8947059972650908,9374,GCF_000466805.1,24299,GCF_001012675.1
657,Lactobacillus,johnsonii,0.6625131995776136,585,GCF_000091405.1,44409,GCF_001572665.1
658,Lactobacillus,kefiranofaciens,0.26322115384615385,14896,GCF_000615685.1,40952,GCF_001434195.1
659,Lactobacillus,kisonensis,0.13139978213507625,2786,GCF_000242275.1,40949,GCF_001434135.1
660,Lactobacillus,kitasatonis,0.008178844056706653,14881,GCF_000615285.1,40956,GCF_001434435.1
661,Lactobacillus,koreensis,0.015151515151515152,25428,GCF_001050435.1,40991,GCF_001435525.1
662,Lactobacillus,kunkeei,0.7693008011653314,35459,GCF_001281165.1,35461,GCF_001281215.1
663,Lactobacillus,lindneri,0.007547169811320755,36409,GCF_001311115.1,41060,GCF_001438685.1
664,Lactobacillus,malefermentans,0.030407343660355707,3401,GCF_000260775.1,41018,GCF_001436395.1
665,Lactobacillus,mali,0.19937486045992409,3389,GCF_000260415.1,3997,GCF_000276905.1
666,Lactobacillus,mucosae,0.5931715857928964,20200,GCF_000766905.1,41008,GCF_001436025.1
667,Lactobacillus,murinus,0.5596651742262021,6851,GCF_000364205.1,44978,GCF_001591685.1
668,Lactobacillus,namurensis,0.6467780429594272,10632,GCF_000511795.1,40969,GCF_001434785.1
669,Lactobacillus,nasuensis,0.03453539400877695,36413,GCF_001311255.1,40966,GCF_001434705.1
670,Lactobacillus,nodensis,0.004785478547854785,14907,GCF_000615905.1,40992,GCF_001435555.1
671,Lactobacillus,oris,0.3984597354763101,1568,GCF_000180015.1,40958,GCF_001434465.1
672,Lactobacillus,otakiensis,0.00016420361247947455,8230,GCF_000415925.1,40950,GCF_001434145.1
673,Lactobacillus,panis,0.004177982034677251,24795,GCF_001027985.1,41004,GCF_001435935.1
674,Lactobacillus,pantheris,0.021456999480879046,36411,GCF_001311175.1,44983,GCF_001591865.1
675,Lactobacillus,parabrevis,0.008068199117065002,7260,GCF_000383435.1,41056,GCF_001437515.1
676,Lactobacillus,parabuchneri,0.12166595350164028,41051,GCF_001437335.1,44984,GCF_001591885.1
677,Lactobacillus,paracasei,0.46795658329400663,8047,GCF_000410255.1,8052,GCF_000410435.1
678,Lactobacillus,paracollinoides,0.025717518773788705,36410,GCF_001311135.1,40977,GCF_001435115.1
679,Lactobacillus,parafarraginis,0.5225745385707525,2700,GCF_000238835.1,36414,GCF_001311355.1
680,Lactobacillus,paralimentarius,0.8296312749888938,14898,GCF_000615725.1,36408,GCF_001311095.1
681,Lactobacillus,paraplantarum,0.4915162454873646,40993,GCF_001435655.1,41163,GCF_001443645.1
682,Lactobacillus,pasteurii,0.0028433323855558716,4626,GCF_000297025.1,40941,GCF_001433915.1
683,Lactobacillus,pentosus,0.0661518422032006,31662,GCF_001188985.1,40934,GCF_001433755.1
684,Lactobacillus,plantarum,0.6218111753371869,40981,GCF_001435215.1,45084,GCF_001596195.1
685,Lactobacillus,pobuzihii,0.00682157322532509,6213,GCF_000349725.1,40936,GCF_001433815.1
686,Lactobacillus,psittaci,0.005061460592913955,8420,GCF_000425905.1,40995,GCF_001435695.1
687,Lactobacillus,reuteri,0.7485598629923712,970,GCF_000159455.2,1552,GCF_000179435.1
688,Lactobacillus,rhamnosus,0.5858932555345804,8165,GCF_000414365.1,25261,GCF_001044025.1
689,Lactobacillus,rossiae,0.01804188745899571,4027,GCF_000277855.1,8461,GCF_000428925.1
690,Lactobacillus,ruminis,0.5391655450874832,2197,GCF_000217755.1,24132,GCF_001008765.1
691,Lactobacillus,saerimneri,0.3942449581898672,5216,GCF_000317165.1,40980,GCF_001435165.1
692,Lactobacillus,sakei,0.5275479943811456,19881,GCF_000755625.1,40996,GCF_001435715.1
693,Lactobacillus,salivarius,0.6238337574215437,620,GCF_000143435.1,2106,GCF_000215465.1
694,Lactobacillus,sanfranciscensis,0.2839814484480913,2327,GCF_000225325.1,41009,GCF_001436035.1
695,Lactobacillus,saniviri,0.025870178739416744,36417,GCF_001311785.1,41053,GCF_001437465.1
696,Lactobacillus,selangorensis,0.04334470989761092,41031,GCF_001436805.1,41046,GCF_001437205.1
697,Lactobacillus,senmaizukei,0.0035352723766672025,41027,GCF_001436675.1,44993,GCF_001592085.1
698,Lactobacillus,sharpeae,0.03400637619553666,36406,GCF_001311055.1,41013,GCF_001436225.1
699,Lactobacillus,similis,0.01770647653000594,36407,GCF_001311075.1,41023,GCF_001436595.1
700,Lactobacillus,spicheri,0.47520416617351163,23564,GCF_000965255.1,40976,GCF_001435095.1
701,Lactobacillus,sucicola,0.005098324836125273,14799,GCF_000612445.1,41028,GCF_001436705.1
702,Lactobacillus,suebicus,0.0054107230693556324,3388,GCF_000260395.1,40959,GCF_001434475.1
703,Lactobacillus,thailandensis,0.017126546146527116,36422,GCF_001312865.1,41011,GCF_001436135.1
704,Lactobacillus,ultunensis,0.002430133657351154,968,GCF_000159415.1,41014,GCF_001436305.1
705,Lactobacillus,vaginalis,0.01383989145183175,969,GCF_000159435.1,41003,GCF_001435915.1
706,Lactobacillus,versmoldensis,0.009080402839689616,3391,GCF_000260455.1,40953,GCF_001434295.1
707,Lactobacillus,vini,0.3397552130553037,3264,GCF_000255495.1,3265,GCF_000255515.1
708,Lactobacillus,zeae,0.0023940627244433805,3390,GCF_000260435.1,40933,GCF_001433745.1
709,Lactococcus,garvieae,0.7929613189600507,2077,GCF_000213885.1,19466,GCF_000739975.1
710,Lactococcus,lactis,0.921389945924294,18985,GCF_000721865.2,21556,GCF_000805435.1
711,Laribacter,hongkongensis,0.28044232994728047,408,GCF_000021025.1,8390,GCF_000423285.1
712,Lawsonella,clevelandensis,0.13575482406356412,35470,GCF_001281505.1,35957,GCF_001293125.1
713,Lawsonia,intracellularis,0.0,558,GCF_000055945.1,5720,GCF_000331715.1
714,Lechevalieria,aerocolonigenes,0.0018578352180936995,18964,GCF_000719205.1,23777,GCF_000974445.1
715,Leclercia,adecarboxylata,0.33479075577763895,19372,GCF_000735515.1,42650,GCF_001518835.1
716,Legionella,anisa,0.1307411907654921,5755,GCF_000333755.1,41831,GCF_001467525.1
717,Legionella,cherrii,0.16707521610114823,15094,GCF_000621385.1,41829,GCF_001467035.1
718,Legionella,geestiana,0.06647026330325907,15093,GCF_000621365.1,41833,GCF_001467645.1
719,Legionella,hackeliae,0.07452555755644825,23288,GCF_000953655.1,41834,GCF_001467705.1
720,Legionella,lansingensis,0.0035098915124441607,15107,GCF_000622185.1,41835,GCF_001467795.1
721,Legionella,longbeachae,0.09361154780620266,592,GCF_000091785.1,1445,GCF_000176095.1
722,Legionella,massiliensis,0.0,19919,GCF_000756695.1,19920,GCF_000756815.1
723,Legionella,moravica,0.004671026291205125,8391,GCF_000423305.1,41836,GCF_001467865.1
724,Legionella,oakridgensis,0.16980593607305935,10641,GCF_000512355.1,10646,GCF_000512715.1
725,Legionella,pneumophila,0.8692429416173899,44749,GCF_001583655.1,44955,GCF_001590645.1
726,Legionella,sainthelensi,0.0020187454938716655,15097,GCF_000621685.1,41840,GCF_001468105.1
727,Legionella,shakespearei,0.00421179302045728,7134,GCF_000373765.1,41839,GCF_001468025.1
728,Leminorella,grimontii,0.004819590986062264,8503,GCF_000439085.1,19367,GCF_000735425.1
729,Leptolinea,tardivitalis,0.0007634559104211731,25423,GCF_001050275.1,36292,GCF_001306095.1
730,Leptospira,alstonii,0.26797244941885495,44246,GCF_001568455.1,44294,GCF_001569395.1
731,Leptospira,biflexa,0.00048812235600390497,332,GCF_000017605.1,334,GCF_000017685.1
732,Leptospira,borgpetersenii,0.4551467548573791,2922,GCF_000246555.1,6420,GCF_000355135.1
733,Leptospira,interrogans,0.535542490646713,5987,GCF_000342925.1,35947,GCF_001292605.1
734,Leptospira,kirschneri,0.5180638372500876,2928,GCF_000246675.1,4946,GCF_000306595.1
735,Leptospira,licerasiae,0.0023094688221709007,2864,GCF_000244755.1,11010,GCF_000526875.1
736,Leptospira,mayottensis,0.15806601580660157,4936,GCF_000306335.1,4948,GCF_000306675.1
737,Leptospira,meyeri,0.3109185918591859,4861,GCF_000304275.1,6141,GCF_000347075.1
738,Leptospira,noguchii,0.6666124043626892,6233,GCF_000350585.1,44284,GCF_001569215.1
739,Leptospira,santarosai,0.5874388867995487,24036,GCF_000988105.1,44287,GCF_001569285.1
740,Leptospira,weilii,0.6762464274372817,2867,GCF_000244815.1,44293,GCF_001569385.1
741,Leptospirillum,ferriphilum,0.4275489104501352,4680,GCF_000299235.1,35445,GCF_001280545.1
742,Leptotrichia,goodfellowii,0.4689655172413793,1454,GCF_000176335.1,10762,GCF_000516535.1
743,Leptotrichia,hofstadii,0.5536572343833422,1071,GCF_000162955.1,8462,GCF_000428965.1
744,Leptotrichia,wadei,0.5684043397724265,9429,GCF_000469405.1,43861,GCF_001553045.1
745,Leucobacter,chromiiresistens,0.6857787083266227,2496,GCF_000231305.1,42103,GCF_001477055.1
746,Leuconostoc,citreum,0.33239762219286656,2721,GCF_000239895.1,2723,GCF_000239935.1
747,Leuconostoc,gelidum,0.7644491625383345,1158,GCF_000166715.1,43354,GCF_001536305.1
748,Leuconostoc,mesenteroides,0.6223918575063613,18036,GCF_000686485.1,19910,GCF_000756355.1
749,Leuconostoc,pseudomesenteroides,0.1949379818974187,4636,GCF_000297375.1,18035,GCF_000686465.1
750,Liberibacter,americanus,0.010474430067775724,6228,GCF_000350385.1,10316,GCF_000496595.1
751,Liberibacter,asiaticus,0.1245742092457421,19039,GCF_000724755.1,22294,GCF_000829355.1
752,Liberibacter,crescens,0.008695652173913044,5522,GCF_000325745.1,43650,GCF_001543305.1
753,Liberibacter,solanacearum,0.4694467382328654,1637,GCF_000183665.1,23637,GCF_000968075.1
754,Listeria,fleischmannii,0.6516287790016405,6040,GCF_000344175.1,11002,GCF_000526015.1
755,Listeria,grayi,0.31443638760711934,779,GCF_000148995.1,11000,GCF_000525895.1
756,Listeria,innocua,0.593866556154165,1642,GCF_000183905.1,1926,GCF_000195795.1
757,Listeria,ivanovii,0.7507968362649038,20130,GCF_000763495.1,25420,GCF_001049935.1
758,Listeria,monocytogenes,0.7541246562786434,415,GCF_000021185.1,44725,GCF_001583095.1
759,Listeria,newyorkensis,0.2926258291065158,20197,GCF_000766145.1,25425,GCF_001050305.1
760,Listeria,seeligeri,0.42883692117082234,541,GCF_000027145.1,1643,GCF_000183945.1
761,Lonsdalea,quercina,0.004694323144104804,18071,GCF_000688675.1,18072,GCF_000688695.1
762,Lysinibacillus,fusiformis,0.9402239629882762,5146,GCF_000313955.2,19877,GCF_000755455.1
763,Lysinibacillus,odysseyi,0.0019286403085824494,20375,GCF_000773015.1,44987,GCF_001591965.1
764,Lysinibacillus,sphaericus,0.20684645419050213,19345,GCF_000733505.1,19347,GCF_000733525.1
765,Lysinimicrobium,aestuarii,0.5570027581979773,23695,GCF_000971375.1,23696,GCF_000971415.1
766,Lysinimicrobium,rhizosphaerae,0.3915395966551894,23692,GCF_000971255.1,23698,GCF_000971455.1
767,Lysobacter,antibioticus,0.3573699605748442,41149,GCF_001442535.1,41152,GCF_001442745.1
768,Lysobacter,capsici,0.4800668151447661,14422,GCF_000604005.2,41153,GCF_001442785.1
769,Lysobacter,defluvii,0.02213666987487969,8392,GCF_000423325.1,20264,GCF_000769985.1
770,Mageeibacillus,indolicus,0.25663716814159293,499,GCF_000025225.2,19342,GCF_000733145.1
771,Mannheimia,haemolytica,0.39867785405542844,810,GCF_000153645.1,8638,GCF_000443085.1
772,Mannheimia,varigena,0.4266984505363528,10870,GCF_000521655.1,10872,GCF_000521695.1
773,Marinagarivorans,algicola,0.21145789694176792,35949,GCF_001292705.1,36045,GCF_001296225.1
774,Marinilabilia,salmonicolor,0.006437768240343348,3360,GCF_000259075.1,14868,GCF_000614895.1
775,Marinobacter,hydrocarbonoclasticus,0.5909497406546235,278,GCF_000015365.1,4218,GCF_000284615.1
776,Mariprofundus,ferrooxydans,0.46475163070747616,814,GCF_000153765.1,7214,GCF_000379405.1
777,Megasphaera,elsdenii,0.44280575539568345,15101,GCF_000621885.1,36280,GCF_001304715.1
778,Meiothermus,ruber,0.2079284881461329,6123,GCF_000346125.2,20855,GCF_000785645.1
779,Melissococcus,plutonius,0.1982032565974172,4203,GCF_000283975.1,25351,GCF_001047435.1
780,Mesoplasma,florum,0.4089904200442152,72,GCF_000008305.1,9714,GCF_000479355.1
781,Mesorhizobium,ciceri,0.38595758019015775,9520,GCF_000472365.1,45766,GCF_001618845.1
782,Mesorhizobium,plurifarium,0.5116211222405913,22189,GCF_000824745.1,22191,GCF_000824785.1
783,Methylacidiphilum,fumariolicum,0.00811642877134061,4637,GCF_000297415.1,23281,GCF_000953475.1
784,Methylobacter,tundripaludum,0.6630164894632966,1784,GCF_000190755.2,19351,GCF_000733835.1
785,Methylobacterium,aquaticum,0.03961839141380681,42069,GCF_001476215.1,42087,GCF_001476615.1
786,Methylobacterium,extorquens,0.640665463391666,435,GCF_000021845.1,450,GCF_000022685.1
787,Methylobacterium,platani,0.03910482921083628,25257,GCF_001043875.1,25258,GCF_001043895.1
788,Methylobacterium,radiotolerans,0.4087493566649511,22598,GCF_000878385.1,42070,GCF_001476225.1
789,Methylococcus,capsulatus,0.294949197467236,73,GCF_000008325.1,4643,GCF_000297615.1
790,Methyloversatilis,discipulorum,0.000286286859433152,7141,GCF_000374245.1,11013,GCF_000527135.1
791,Methyloversatilis,universalis,0.004553863668706418,2080,GCF_000214035.1,9690,GCF_000478565.1
792,Microbacterium,oleivorans,0.2097789489093837,15580,GCF_000632065.1,43852,GCF_001552475.1
793,Microbacterium,testaceum,0.3844690212867166,42088,GCF_001476665.1,42106,GCF_001477115.1
794,Micrococcus,luteus,0.6076214405360134,1575,GCF_000180435.1,25988,GCF_001066245.1
795,Microcystis,aeruginosa,0.7228183458361029,5730,GCF_000332585.1,20906,GCF_000787675.1
796,Microthrix,parvicella,0.29250457038391225,4682,GCF_000299415.1,8942,GCF_000455525.1
797,Mobiluncus,curtisii,0.5868797050238131,703,GCF_000146285.1,1672,GCF_000185425.1
798,Mobiluncus,mulieris,0.3145719055568805,767,GCF_000148485.1,1004,GCF_000160615.1
799,Moellerella,wisconsensis,0.5605036138960131,24544,GCF_001020485.1,35994,GCF_001294465.1
800,Moorella,thermoacetica,0.35971802618328297,230,GCF_000013105.1,13290,GCF_000576385.2
801,Moranella,endobia,0.008465608465608466,2217,GCF_000219175.1,6862,GCF_000364725.1
802,Moraxella,catarrhalis,0.956587709685577,1845,GCF_000192925.1,25922,GCF_001064535.1
803,Morganella,morganii,0.8318562729848676,20276,GCF_000770295.1,34962,GCF_001263435.1
804,Moritella,marina,0.003073484213467449,4481,GCF_000291685.1,7243,GCF_000381865.1
805,Mycetocola,saprophilus,0.0005286343612334801,18945,GCF_000718075.1,18946,GCF_000718085.1
806,Mycobacterium,abscessus,0.6401078167115903,32720,GCF_001213005.1,32825,GCF_001215425.1
807,Mycobacterium,africanum,0.01342642320085929,983,GCF_000159775.1,17106,GCF_000666645.1
808,Mycobacterium,avium,0.4516160723057275,10482,GCF_000504805.1,10483,GCF_000504825.1
809,Mycobacterium,bovis,0.041422537130399235,9309,GCF_000463235.1,38925,GCF_001369335.1
810,Mycobacterium,canettii,0.18504559270516718,3166,GCF_000253375.1,5616,GCF_000328845.1
811,Mycobacterium,chimaera,0.09190873270411436,36317,GCF_001307335.1,36318,GCF_001307395.1
812,Mycobacterium,chlorophenolicum,0.0019723865877712033,25264,GCF_001044235.1,43848,GCF_001552315.1
813,Mycobacterium,fortuitum,0.37586302126484394,4607,GCF_000295855.1,44340,GCF_001570465.1
814,Mycobacterium,gilvum,0.37421526703666635,302,GCF_000016365.1,1655,GCF_000184435.1
815,Mycobacterium,haemophilum,0.23999559034285084,5931,GCF_000340435.2,24564,GCF_001021415.1
816,Mycobacterium,hassiacum,0.009156697681287846,4714,GCF_000300375.1,7220,GCF_000379865.1
817,Mycobacterium,immunogenum,0.08821442648797792,36050,GCF_001296325.1,36051,GCF_001296335.1
818,Mycobacterium,intracellulare,0.3669344161002736,3993,GCF_000276825.1,10940,GCF_000523795.1
819,Mycobacterium,kansasii,0.7833484060592358,18917,GCF_000715375.1,45985,GCF_001632915.1
820,Mycobacterium,kyorinense,0.028678304239401497,19996,GCF_000759695.1,41068,GCF_001439515.1
821,Mycobacterium,leprae,0.0011413663786075331,528,GCF_000026685.1,1929,GCF_000195855.1
822,Mycobacterium,lepromatosis,0.03847381864623244,23591,GCF_000966355.1,23795,GCF_000975265.1
823,Mycobacterium,marinum,0.3385925925925926,350,GCF_000018345.1,8341,GCF_000419315.1
824,Mycobacterium,mucogenicum,0.04054272330802778,43944,GCF_001556905.1,43946,GCF_001557045.1
825,Mycobacterium,nebraskense,0.27737393832733953,23684,GCF_000970875.1,24568,GCF_001021495.1
826,Mycobacterium,neoaurum,0.7558778539459521,19024,GCF_000724065.1,42516,GCF_001510785.1
827,Mycobacterium,obuense,0.468664435655613,23789,GCF_000974925.2,25265,GCF_001044245.1
828,Mycobacterium,phlei,0.2391500904159132,3322,GCF_000257725.1,44671,GCF_001581995.1
829,Mycobacterium,senegalense,0.00026283511477133344,24303,GCF_001012795.1,24565,GCF_001021425.1
830,Mycobacterium,setense,0.27989301447451226,21554,GCF_000805375.1,21555,GCF_000805385.1
831,Mycobacterium,simiae,0.5254871990829194,8935,GCF_000455305.1,44780,GCF_001584765.1
832,Mycobacterium,smegmatis,0.42463646532438476,5713,GCF_000331165.1,41684,GCF_001457595.1
833,Mycobacterium,thermoresistibile,0.004681261186837395,2606,GCF_000234585.1,44341,GCF_001570505.1
834,Mycobacterium,tuberculosis,0.055924548352816156,18747,GCF_000709695.1,40150,GCF_001397735.1
835,Mycobacterium,vaccae,0.004624929498025945,4606,GCF_000295825.1,43856,GCF_001552715.1
836,Mycoplasma,arginini,0.23933649289099526,6968,GCF_000367785.1,43804,GCF_001547975.1
837,Mycoplasma,bovis,0.41219158200290273,1631,GCF_000183385.1,18343,GCF_000696015.1
838,Mycoplasma,californicum,0.18476357267950963,18337,GCF_000695835.1,22293,GCF_000829335.1
