id,name,is_root,ngenomes,nleaves,diameter,threshold,max_leaf_threshold,min_inter_src_id,min_inter_src_name,min_inter_dst_id,min_inter_dst_name,min_inter_dist,noverlaps,dst_taxa,dst_genera
373,Clostridium,true,202,20,0.9974943,0.9974943,0.7003346,1122,Clostridium haemolyticum,897,Bacillus anthracis,0.9859606,6509,620,200
374,Rothia,true,34,4,0.99702185,0.99702185,0.8557648,1593,Rothia kristinae,1716,Kocuria palustris,0.9761768,1149,520,177
375,Nodularia,true,2,1,0.020229504,0.020229504,0.020229504,1605,Nodularia spumigena,794,Aphanizomenon flos-aquae,0.9827276,0,0,0
376,Salinibacter,true,2,1,0.36213374,0.36213374,0.36213374,1851,Salinibacter ruber,1254,Streptomyces albulus,0.9905703,0,0,0
377,Gluconacetobacter,true,2,1,0.25812477,0.25812477,0.25812477,808,Gluconacetobacter diazotrophicus,807,Komagataeibacter europaeus,0.97757477,0,0,0
378,Scardovia,true,2,1,0.0003468609,0.0003468609,0.0003468609,707,Scardovia wiggsiae,1473,Parascardovia denticolens,0.99468535,0,0,0
379,Parascardovia,true,2,1,0.3080418,0.3080418,0.3080418,1473,Parascardovia denticolens,1015,Bifidobacterium indicum,0.9917649,0,0,0
380,Kingella,true,44,1,0.40525433,0.40525433,0.40525433,604,Kingella kingae,1335,Neisseria weaveri,0.9918499,0,0,0
381,Candidatus Protochlamydia,true,2,1,0.4296131,0.4296131,0.4296131,1163,Candidatus Protochlamydia amoebophila,989,Parachlamydia acanthamoebae,0.99496555,0,0,0
382,Desulfotomaculum,true,2,1,0.31610885,0.31610885,0.31610885,954,Desulfotomaculum nigrificans,902,Cytobacillus firmus,0.9970431,0,0,0
383,Tepidanaerobacter,true,2,1,0.0002365744,0.0002365744,0.0002365744,1859,Tepidanaerobacter acetatoxydans,933,Clostridium pasteurianum,0.99555504,0,0,0
384,Paraglaciecola,true,2,1,0.007621411,0.007621411,0.007621411,1782,Paraglaciecola psychrophila,1850,Glaciecola pallidula,0.99449116,0,0,0
385,Arcobacter,true,13,2,0.9614165,0.9614165,0.61269635,1372,Arcobacter butzleri,1906,Clostridium botulinum subgroup 2,0.9919939,0,0,0
386,Lactobacillus,true,162,23,0.9995572,0.9995572,0.894706,1879,Lactobacillus zeae,1742,Lactobacillus rhamnosus,0.9596024,29370,1422,453
387,Snodgrassella,true,2,1,0.2027127,0.2027127,0.2027127,474,Snodgrassella alvi,603,Neisseria elongata,0.9961296,0,0,0
388,Rhodanobacter,true,5,2,0.9017094,0.9017094,0.52957666,1276,Rhodanobacter denitrificans,1110,Dyella japonica,0.98204195,0,0,0
389,Geobacter,true,5,2,0.97513676,0.97513676,0.3439,1215,Geobacter sulfurreducens,1093,Streptosporangium roseum,0.9896149,0,0,0
390,Tepidimonas,true,2,1,0.47759235,0.47759235,0.47759235,1464,Tepidimonas taiwanensis,1649,Rubrivivax benzoatilyticus,0.97600365,0,0,0
391,Enterocloster,true,18,3,0.9786741,0.9786741,0.5711718,1381,Enterocloster bolteae,1730,Hungatella hathewayi,0.98580325,0,0,0
392,Lachnoanaerobaculum,true,2,1,0.50314903,0.50314903,0.50314903,532,Lachnoanaerobaculum saburreum,531,Parvimonas micra,0.9940673,0,0,0
394,Ornithobacterium,true,3,1,0.060881417,0.060881417,0.060881417,1380,Ornithobacterium rhinotracheale,1347,Prevotella bivia,0.99061275,0,0,0
395,Parachlamydia,true,4,1,0.16396867,0.16396867,0.16396867,989,Parachlamydia acanthamoebae,1163,Candidatus Protochlamydia amoebophila,0.99496555,0,0,0
396,Solibacillus,true,2,1,0.3630303,0.3630303,0.3630303,1274,Solibacillus silvestris,1678,Lysinibacillus odysseyi,0.98938143,0,0,0
397,Sutterella,true,2,1,0.40537542,0.40537542,0.40537542,1865,Sutterella wadsworthensis,575,Rhizobium leguminosarum,0.9940454,0,0,0
398,Listeria,true,544,7,0.9942442,0.9942442,0.75412464,999,Listeria monocytogenes,857,Streptococcus agalactiae,0.9661087,52,45,13
399,Thermodesulfovibrio,true,2,1,0.028428735,0.028428735,0.028428735,1446,Thermodesulfovibrio aggregans,738,Fusobacterium ulcerans,0.99527895,0,0,0
400,Candidatus Pelagibacter,true,5,1,0.55331415,0.55331415,0.55331415,1001,Candidatus Pelagibacter ubique,1121,Mycoplasma mycoides,0.99439186,0,0,0
401,Candidatus Ruthia,true,2,1,0.015284854,0.015284854,0.015284854,920,Candidatus Ruthia magnifica,936,Clostridium sporogenes,0.99667335,0,0,0
402,Erysipelothrix,true,4,1,0.25228035,0.25228035,0.25228035,1002,Erysipelothrix rhusiopathiae,1134,Ureaplasma urealyticum,0.9829042,0,0,0
403,Actinomyces,true,10,5,0.9942877,0.9942877,0.60180354,1408,Actinomyces oris,1849,Propionibacterium acidifaciens,0.98112535,1495,403,138
404,Neorhizobium,true,10,1,0.8460531,0.8460531,0.8460531,577,Neorhizobium galegae,575,Rhizobium leguminosarum,0.96549755,0,0,0
405,Elizabethkingia,true,21,2,0.9725194,0.9725194,0.50998586,1339,Elizabethkingia anophelis,527,Sphingobacterium spiritivorum,0.9931908,0,0,0
406,Avibacterium,true,5,1,0.5280899,0.5280899,0.5280899,694,Avibacterium paragallinarum,705,Gallibacterium anatis,0.9745858,0,0,0
407,Bifidobacterium,true,233,36,0.99614763,0.99614763,0.75746053,1393,Bifidobacterium longum,860,Streptococcus pyogenes,0.97562987,11771,522,192
408,Candidatus Hamiltonella,true,3,1,0.59299713,0.59299713,0.59299713,1769,Candidatus Hamiltonella defensa,1771,Candidatus Regiella insecticola,0.9923591,0,0,0
409,Candidatus Regiella,true,2,1,0.67882955,0.67882955,0.67882955,1771,Candidatus Regiella insecticola,1769,Candidatus Hamiltonella defensa,0.9923591,0,0,0
410,Brevibacterium,true,4,2,0.9484094,0.9484094,0.5168344,782,Brevibacterium casei,709,Glycomyces tenuis,0.97493565,0,0,0
411,Pseudoxanthomonas,true,3,1,0.5725244,0.5725244,0.5725244,1309,Pseudoxanthomonas suwonensis,1815,Xanthomonas sacchari,0.962195,0,0,0
412,Granulicoccus,true,2,1,0.01681466,0.01681466,0.01681466,1500,Granulicoccus phenolivorans,1086,Streptomyces hygroscopicus,0.98550075,0,0,0
413,Corynebacterium,true,152,26,0.9979624,0.9979624,0.8838295340538025,1508,Corynebacterium otitidis,637,Demequina rhizosphaerae,0.9766361,14283,821,287
414,Caldanaerobacter,true,3,1,0.50986344,0.50986344,0.50986344,1050,Caldanaerobacter subterraneus,1039,Thermoanaerobacter ethanolicus,0.9659331,0,0,0
415,Aliivibrio,true,11,2,0.9584655,0.9584655,0.6471527,1793,Aliivibrio wodanis,1768,Vibrio cyclitrophicus,0.9905387,0,0,0
416,Algibacter,true,2,1,0.36437717,0.36437717,0.36437717,1891,Algibacter lectus,1513,Jejuia pallidilutea,0.9896964,0,0,0
417,Leclercia,true,3,1,0.33479077,0.33479077,0.33479077,1032,Leclercia adecarboxylata,1915,Enterobacter hormaechei subgroup 2,0.9399254,0,0,0
418,Thermodesulfobacterium,true,2,1,0.0063653723,0.0063653723,0.0063653723,1034,Thermodesulfobacterium commune,1932,Escherichia coli subgroup 2,0.9928368,0,0,0
419,Propionibacterium,true,25,2,0.98496306,0.98496306,0.3460604,1849,Propionibacterium acidifaciens,709,Glycomyces tenuis,0.9768868,82,81,29
420,Thermoanaerobacter,true,4,2,0.8430044,0.8430044,0.68123347,1039,Thermoanaerobacter ethanolicus,1050,Caldanaerobacter subterraneus,0.9659331,0,0,0
421,Thermobifida,true,3,1,0.06317654,0.06317654,0.06317654,1095,Thermobifida fusca,1094,Nocardiopsis dassonvillei,0.97871834,0,0,0
422,Mycobacterium,true,3413,13,0.9915034,0.9915034,0.7833483815193176,1042,Mycobacterium avium,1047,Mycolicibacterium phlei,0.9635912,2366,317,111
423,Enterovibrio,true,6,2,0.9792365,0.9792365,0.33345523,1882,Enterovibrio norvegicus,674,Grimontia hollisae,0.9852358,0,0,0
424,Mediterraneibacter,true,5,2,0.9890091,0.9890091,0.6489977,1606,[Ruminococcus] lactaris,1736,Dorea formicigenerans,0.97185916,7,5,5
425,Oribacterium,true,2,1,0.1099182,0.1099182,0.1099182,1147,Oribacterium parvum,1823,Eggerthia catenaformis,0.9867501,0,0,0
426,Paraburkholderia,true,13,6,0.97992045,0.97992045,0.64453125,891,Paraburkholderia caribensis,1224,Caballeronia zhejiangensis,0.97209406,105,20,2
427,Methylacidiphilum,true,2,1,0.008116429,0.008116429,0.008116429,864,Methylacidiphilum fumariolicum,738,Fusobacterium ulcerans,0.9973115,0,0,0
428,Intestinimonas,true,2,1,0.43318123,0.43318123,0.43318123,1294,Intestinimonas butyriciproducens,1683,Flavonifractor plautii,0.9629976,0,0,0
429,Amycolatopsis,true,12,4,0.96699286,0.96699286,0.06956072,788,Amycolatopsis mediterranei,1194,Lentzea aerocolonigenes,0.96612275,2,1,1
430,Nocardia,true,19,8,0.9837941,0.9837941,0.48367703,1063,Nocardia otitidiscaviarum,788,Amycolatopsis mediterranei,0.9741991,517,112,36
431,Rhodococcus,true,43,6,0.9836676,0.9836676,0.96981037,1757,Rhodococcus qingshengii,1932,Escherichia coli subgroup 2,0.96388274,291,102,25
432,Sphingobacterium,true,2,1,0.6966828,0.6966828,0.6966828,527,Sphingobacterium spiritivorum,1339,Elizabethkingia anophelis,0.9931908,0,0,0
433,Aneurinibacillus,true,5,1,0.30787182,0.30787182,0.30787182,1724,Aneurinibacillus migulanus,906,Bacillus mycoides,0.9948511,0,0,0
434,Brevibacillus,true,14,5,0.99753475,0.99753475,0.5870698,1092,Brevibacillus agri,617,Citrobacter freundii,0.98733425,2787,990,312
435,Saccharopolyspora,true,5,2,0.9712949,0.9712949,0.017096883,1068,Saccharopolyspora erythraea,1376,Amycolatopsis vancoresmycina,0.96857333,2,2,1
436,Enhydrobacter,true,2,1,0.6025867,0.6025867,0.6025867,1436,Enhydrobacter aerosaccus,1316,Acinetobacter parvus,0.99231154,0,0,0
437,Cronobacter,true,70,7,0.97344977,0.97344977,0.6,1360,Cronobacter sakazakii,1574,Franconibacter helveticus,0.9531402,97,24,10
438,Saccharomonospora,true,4,2,0.95186454,0.95186454,0.274147,468,Saccharomonospora azurea,1060,Amycolatopsis methanolica,0.97323775,0,0,0
439,Sphingobium,true,15,5,0.9690752,0.9690752,0.69946045,1625,Sphingobium yanoikuyae,1590,Sphingomonas wittichii,0.9669876,1,1,1
440,Novosphingobium,true,6,3,0.98381,0.98381,0.009897759,1883,Novosphingobium subterraneum,1625,Sphingobium yanoikuyae,0.9798049,13,9,3
441,Sphingopyxis,true,4,2,0.94997746,0.94997746,0.6573143,544,Sphingopyxis terrae,1602,Sphingomonas melonis,0.97129947,0,0,0
442,Cellulophaga,true,6,2,0.99242276,0.99242276,0.5069611,754,Cellulophaga lytica,1891,Algibacter lectus,0.9935315,0,0,0
443,Streptomyces,true,143,39,0.98209864,0.98209864,0.6175179481506348,1206,Streptomyces pyridomyceticus,1079,Kitasatospora aureofaciens,0.8617246,1593,88,44
444,Orientia,true,8,1,0.7536488,0.7536488,0.7536488,716,Orientia tsutsugamushi,953,Clostridium baratii,0.9945777,0,0,0
445,Gallibacterium,true,22,1,0.6035242,0.6035242,0.6035242,705,Gallibacterium anatis,694,Avibacterium paragallinarum,0.9745858,0,0,0
446,Granulibacter,true,4,1,0.42223322,0.42223322,0.42223322,1415,Granulibacter bethesdensis,807,Komagataeibacter europaeus,0.99209505,0,0,0
447,Histophilus,true,2,1,0.43069088,0.43069088,0.43069088,697,Histophilus somni,704,Pasteurella multocida,0.9761846,0,0,0
448,Dermabacter,true,2,1,0.6480367,0.6480367,0.6480367,1416,Dermabacter hominis,782,Brevibacterium casei,0.989651,0,0,0
449,Pseudobacteroides,true,2,1,0.006305977,0.006305977,0.006305977,1263,Pseudobacteroides cellulosolvens,1418,Clostridium saccharoperbutylacetonicum,0.9934803,0,0,0
450,Blastochloris,true,3,1,0.0009044862,0.0009044862,0.0009044862,775,Blastochloris viridis,579,Methylorubrum extorquens,0.9830298,0,0,0
451,Anaerococcus,true,6,3,0.9919933,0.9919933,0.59357125,530,Anaerococcus lactolyticus,535,Peptoniphilus lacrimalis,0.96582,45,19,12
452,Demequina,true,6,2,0.7972683,0.7972683,0.5570028,637,Demequina rhizosphaerae,709,Glycomyces tenuis,0.9757976,0,0,0
453,Streptosporangium,true,2,1,0.6853183,0.6853183,0.6853183,1093,Streptosporangium roseum,1088,Streptomyces rimosus,0.969,0,0,0
454,Actinoalloteichus,true,3,1,0.14658804,0.14658804,0.14658804,1894,Actinoalloteichus cyanogriseus,1376,Amycolatopsis vancoresmycina,0.9745784,0,0,0
455,Nocardiopsis,true,4,2,0.9405711,0.9405711,0.6580906,1094,Nocardiopsis dassonvillei,1076,Streptomyces albus,0.97023374,0,0,0
456,Curtobacterium,true,4,2,0.9110988,0.9110988,0.36927122,1097,Curtobacterium flaccumfaciens,1301,Microbacterium oleivorans,0.97258234,0,0,0
457,Waddlia,true,2,1,0.006198929,0.006198929,0.006198929,1686,Waddlia chondrophila,989,Parachlamydia acanthamoebae,0.99601,0,0,0
458,Desulfitobacterium,true,6,1,0.5962594,0.5962594,0.5962594,502,Desulfitobacterium hafniense,1294,Intestinimonas butyriciproducens,0.9934331,0,0,0
459,Tropheryma,true,19,1,0.1351527,0.1351527,0.1351527,1099,Tropheryma whipplei,1123,Mycoplasma leachii,0.99749374,0,0,0
460,Dehalococcoides,true,17,1,0.92796147,0.92796147,0.92796147,1428,Dehalococcoides mccartyi,1204,Rothia mucilaginosa,0.9972777,0,0,0
461,Aurantimonas,true,4,2,0.6483333,0.6483333,0.0028146813,1421,Aurantimonas manganoxydans,488,Aureimonas ureilytica,0.9731774,0,0,0
462,Pseudoalteromonas,true,19,4,0.9946755,0.9946755,0.97908324,1787,Pseudoalteromonas porphyrae,666,Photobacterium angustum,0.9944332,1,1,1
1542,Brucella suis,false,35,2,0.067702845,0.0,0.014212236,1916,Brucella suis subgroup 1,1427,Brucella canis,0.022016378,0,0,0
555,Pseudomonas putida,false,28,3,0.88675135,0.0,0.7793007,1928,Pseudomonas putida subgroup 3,1251,Pseudomonas monteilii,0.8334536,0,0,0
557,Pseudomonas syringae,false,110,4,0.9149606,0.0,0.7149360775947571,1944,Pseudomonas syringae subgroup 4,1938,Pseudomonas amygdali subgroup 3,0.2951006,0,0,0
1530,Pseudomonas savastanoi,false,24,2,0.48988616,0.0,0.28718045,1929,Pseudomonas savastanoi subgroup 1,1937,Pseudomonas amygdali subgroup 2,0.29782194,0,0,0
1762,Pseudomonas amygdali,false,27,3,0.52244425,0.0,0.41038447618484497,1938,Pseudomonas amygdali subgroup 3,1944,Pseudomonas syringae subgroup 4,0.2951006,0,0,0
620,Enterobacter cloacae,false,63,4,0.6653204,0.0,0.4378835,1921,Enterobacter cloacae subgroup 4,1915,Enterobacter hormaechei subgroup 2,0.28938964,0,0,0
1280,Enterobacter hormaechei,false,159,2,0.60713816,0.0,0.4243319034576416,1915,Enterobacter hormaechei subgroup 2,1921,Enterobacter cloacae subgroup 4,0.28938964,0,0,0
626,Escherichia coli,false,4199,3,0.6825378,0.0,0.4,1932,Escherichia coli subgroup 2,648,Shigella sonnei,0.36488694,0,0,0
644,Shigella boydii,false,13,2,0.29693276,0.0,0.15887943,1922,Shigella boydii subgroup 1,1925,Shigella dysenteriae subgroup 2,0.20483686,0,0,0
645,Shigella dysenteriae,false,6,2,0.56022036,0.0,0.14870006,1925,Shigella dysenteriae subgroup 2,1922,Shigella boydii subgroup 1,0.20483686,0,0,0
1792,Salinispora pacifica,false,25,3,0.80480236,0.0,0.64045477,1946,Salinispora pacifica subgroup 2,986,Salinispora oceanensis,0.52663755,0,0,0
803,Prochlorococcus marinus,false,29,4,0.9989671,0.0,0.97468036,1901,Prochlorococcus marinus subgroup 1,1372,Arcobacter butzleri,0.99406457,0,0,0
1391,Streptococcus pseudopneumoniae,false,11,2,0.84656423,0.0,0.5,1940,Streptococcus pseudopneumoniae subgroup 2,1321,Streptococcus mitis,0.58063465,0,0,0
895,Bacillus amyloliquefaciens,false,20,2,0.45644885,0.0,0.31701547,1913,Bacillus amyloliquefaciens subgroup 2,790,Bacillus velezensis,0.34734836,0,0,0
899,Bacillus cereus,false,150,4,0.9020628,0.0,0.7853067517280579,1909,Bacillus cereus subgroup 2,914,Bacillus thuringiensis,0.5682511,0,0,0
908,Bacillus pumilus,false,18,2,0.8785028,0.0,0.6628482,1935,Bacillus pumilus subgroup 2,1521,Bacillus safensis,0.7945259,0,0,0
929,Clostridium botulinum,false,112,3,0.9943525,0.0,0.7003346,1905,Clostridium botulinum subgroup 1,936,Clostridium sporogenes,0.8220584,0,0,0
1948,Lacticaseibacillus casei/paracasei,false,48,2,0.47451088,0.47451088,0.0,966,Lacticaseibacillus paracasei,1879,Lactobacillus zeae,0.9621496,0,0,0
