id,entity:miniseq_id,biosample_accession,submission_id,amrfinderplus_amr_genes,ts_mlst_predicted_st,gambit_predicted_taxon,city,received_date,Provider,collection_date,dataset,est_coverage,genome_length,kleborate_bla_resistance_genes,kleborate_key_resistance_genes,kleborate_mlst_sequence_type,r1_mean_q,read1,run_id,seq_platform,serotypefinder_serotype,collected_by,contigs_fastg,contigs_lastgraph,design_description,filetype,geo_loc_name,host,host_disease,instrument_model,isolate,isolation_source,isolation_type,lat_lon,library_ID,library_layout,library_selection,library_source,library_strategy,organism,platform,title,jared_notes
22-00036754,22-00036754,SAMN30861672,NV_NSPHL_0000455,No AMR genes detected by NCBI-AMRFinderPlus,No ST predicted,Mycobacterium avium,not collected,2022-02-09,Southern Nevada Health District,2022-02-06,CL2022-00036754-NV-MN01149-220314,79.81,5342772,,,,35.25,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9f4e304e-2139-4687-b4a1-bd8ec108b3b9/basespace_fetch/4927310b-d1f9-428b-91d2-d87cc8a2f562/call-fetch_bs/22-00036754_R1.fastq.gz,NV-MN01149-220314,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000455,paired,RANDOM,GENOMIC,WGS,Mycobacterium avium,ILLUMINA,WGS of HAIs,
22-00040286,22-00040286,SAMN30861671,NV_NSPHL_0000456,No AMR genes detected by NCBI-AMRFinderPlus,ST765,Mycobacterium avium,not collected,2022-02-16,Pahrump Community Health Nurse,2022-02-13,CL2022-00040286-NV-MN01149-220314,123.83,5113053,,,,35.34,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9f4e304e-2139-4687-b4a1-bd8ec108b3b9/basespace_fetch/f50cdab7-016a-48d6-b922-6722ab601811/call-fetch_bs/22-00040286_R1.fastq.gz,NV-MN01149-220314,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000456,paired,RANDOM,GENOMIC,WGS,Mycobacterium avium,ILLUMINA,WGS of HAIs,
22-00041256,22-00041256,SAMN30861670,NV_NSPHL_0000457,"aac(2')-Ic,erm(37),blaA",ST215,Mycobacterium tuberculosis,not collected,2022-02-18,Saint Rose Dominican Hospital,2021-10-28,CL2022-00041256-NV-MN01149-220428,186.53,4368447,,,,35.54,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9f4e304e-2139-4687-b4a1-bd8ec108b3b9/basespace_fetch/3ed18072-5b10-4629-a016-0f8d80cc6799/call-fetch_bs/22-00041256_R1.fastq.gz,NV-MN01149-220428,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000457,paired,RANDOM,GENOMIC,WGS,Mycobacterium tuberculosis,ILLUMINA,WGS of HAIs,
22-00041481,22-00041481,SAMN30861669,NV_NSPHL_0000458,"ant(3'')-IIa,abaF,blaADC,adeC,tet(B),aph(6)-Id,aph(3'')-Ib,amvA,armA,msr(E),mph(E),blaOXA-66,blaOXA-23,blaTEM,aph(3')-Ia,sul2",ST2,Acinetobacter baumannii,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-05,41481-NV-MN01149-220301,62.18,4020044,,,,35.6,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/e400122d-0470-4dcb-b4df-70a56c12dd7a/call-fetch_bs/22-00041481_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000458,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00041482,22-00041482,SAMN30861668,NV_NSPHL_0000459,"blaADC-30,abaF,ant(3'')-IIa,blaOXA-66,tet(B),aph(6)-Id,aph(3'')-Ib,amvA,adeC,mph(E),msr(E),armA,sul1,aadA1,blaTEM-1,aph(3')-Ia,sul2,blaOXA-237",ST2,Acinetobacter baumannii,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-06,41482-NV-MN01149-220301,124.36,4002246,,,,35.33,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/fe01bec4-4067-4735-9f6b-0387d9b85fde/basespace_fetch/cc28b3c8-39c0-4a52-b92e-bf524ce813ce/call-fetch_bs/CL2022-00041482_R1.fastq.gz,NV-MN01149-220303,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000459,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00041483,22-00041483,SAMN30861667,NV_NSPHL_0000460,"ant(3'')-IIa,abaF,adeC,blaOXA-66,blaADC,aph(3'')-Ib,aph(6)-Id,tet(B),amvA,mph(E),msr(E),armA,blaOXA-23,blaTEM,aph(3')-Ia,sul2",ST2,Acinetobacter baumannii,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-09,41483-NV-MN01149-220301,150.43,4023216,,,,35.44,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/fe01bec4-4067-4735-9f6b-0387d9b85fde/basespace_fetch/b3e17666-bdbe-4d84-9293-86960540356d/call-fetch_bs/CL2022-00041483_R1.fastq.gz,NV-MN01149-220303,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000460,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00041484,22-00041484,SAMN30861666,NV_NSPHL_0000461,"blaOXA-66,abaF,ant(3'')-IIa,blaADC-73,tet(B),aph(6)-Id,aph(3'')-Ib,amvA,mph(E),msr(E),armA,blaOXA-23,blaTEM,aph(3')-Ia,sul2",ST2,Acinetobacter baumannii,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-12,41484-NV-MN01149-220301,68.62,3923786,,,,35.39,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/fe01bec4-4067-4735-9f6b-0387d9b85fde/basespace_fetch/70039a43-3acd-45b3-99cd-23e581a0674b/call-fetch_bs/CL2022-00041484_R1.fastq.gz,NV-MN01149-220303,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000461,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00041487,22-00041487,SAMN30861665,NV_NSPHL_0000462,"mexE,fosA,mexA,catB7,blaOXA-494,aph(3')-IIb,blaPDC-5,mexX,crpP",ST245,Pseudomonas aeruginosa,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-08,41487-NV-MN01149-220301,47.51,6638539,,,,35.55,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/e8742efb-e9b8-4c1a-8f09-c62d1e393f0c/call-fetch_bs/22-00041487_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000462,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00041488,22-00041488,SAMN30861664,NV_NSPHL_0000463,"mexE,mexA,mexX,blaPDC-41,crpP,crpP",ST1978,Pseudomonas aeruginosa,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-11,41488-NV-MN01149-220301,74.01,6428989,,,,35.41,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/20e00b5e-f15e-4cf8-979a-19781e87761a/call-fetch_bs/22-00041488_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000463,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00041489,22-00041489,SAMN30861663,NV_NSPHL_0000464,"fosA,mexE,mexA,mexX,blaOXA-50,catB7,blaPDC-5,aph(3')-IIb",No ST predicted,Pseudomonas aeruginosa,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-09,41489-NV-MN01149-220301,71.24,6390148,,,,35.51,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/43c1fbc1-7421-490a-b269-80478c86afd8/call-fetch_bs/22-00041489_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000464,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00041490,22-00041490,SAMN30861662,NV_NSPHL_0000465,"blaPDC-35,aph(3')-IIb,fosA,catB7,mexA,mexE,mexX,blaOXA-488,aadA6,sul1",ST235,Pseudomonas aeruginosa,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-06,41490-NV-MN01149-220301,79.37,6748153,,,,35.57,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/68c915a0-24f1-4c75-b934-0b0f617bce63/call-fetch_bs/22-00041490_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000465,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00041491,22-00041491,SAMN30861661,NV_NSPHL_0000466,"fosA,catB7,mexX,aph(3')-IIb,blaPDC-1,blaOXA-847,mexA,mexE",ST244,Pseudomonas aeruginosa,not collected,2022-02-22,Nevada Dept of Health and Human Svcs,2022-02-05,41491-NV-MN01149-220301,85.2,6873125,,,,35.43,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/21a4ccb5-f4ce-4e4e-9fa7-91e30c2babd7/call-fetch_bs/22-00041491_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000466,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00041518,22-00041518,SAMN30861660,NV_NSPHL_0000467,"mexA,mexX,blaOXA-848,fosA,mexE,aph(3')-IIb,blaPDC-16,catB7,crpP,crpP",ST446,Pseudomonas aeruginosa,not collected,2022-02-22,Renown Regional Medical Center,2022-02-11,41518-NV-MN01149-220301,64.67,6832346,,,,35.43,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/d560801f-16cb-47df-8955-f6b3e5406cba/call-fetch_bs/22-00041518_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000467,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00042835,22-00042835,SAMN30861659,NV_NSPHL_0000468,blaOXA-184,ST51,Campylobacter jejuni,not collected,2022-02-25,Laboratory Corporation of America,2022-02-16,42835-NV-MN01149-220301,85.78,1672109,,,,35.85,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/b828377e-db63-4924-97fd-d9e10d47e9e0/basespace_fetch/4c59a330-4e56-4daf-906b-c492c4a4762c/call-fetch_bs/22-00042835_R1.fastq.gz,NV-MN01149-220302,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000468,paired,RANDOM,GENOMIC,WGS,Campylobacter jejuni,ILLUMINA,WGS of HAIs,
22-00043155,22-00043155,SAMN30861658,NV_NSPHL_0000469,"blaA,vat(F)",No ST predicted,Yersinia enterocolitica,not collected,2022-02-28,Renown Regional Medical Center,2022-02-22,43155-NV-MN01149-211202,77.24,4658167,,,,33.68,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/b5042870-5ed3-4bd7-9ec2-006333fbb2dc/call-fetch_bs/CL2022-00043155_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000469,paired,RANDOM,GENOMIC,WGS,Yersinia enterocolitica,ILLUMINA,WGS of HAIs,
22-00043234,22-00043234,SAMN30861657,NV_NSPHL_0000470,"blaADC-25,ant(3'')-IIa,abaF,adeC,aph(3'')-Ib,aph(6)-Id,tet(B),amvA,sul1,armA,msr(E),mph(E),blaOXA-834,blaOXA-23,blaTEM-1,aph(3')-Ia,sul2",ST2,Acinetobacter baumannii,not collected,2022-02-28,Nevada Dept of Health and Human Svcs,2022-02-16,43234-NV-MN01149-211202,75.64,4047927,,,,33.88,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/acf47361-b7c5-496d-ac2e-22be2f8c0803/call-fetch_bs/CL2022-00043234_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000470,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00043235,22-00043235,SAMN30861656,NV_NSPHL_0000471,"blaOXA-66,ant(3'')-IIa,blaADC-73,tet(B),aph(6)-Id,aph(3'')-Ib,amvA,mph(E),msr(E),armA,abaF,blaOXA-23,blaTEM,aph(3')-Ia,sul2",ST2,Acinetobacter baumannii,not collected,2022-02-28,Nevada Dept of Health and Human Svcs,2022-02-14,43235-NV-MN01149-211202,62.24,3919824,,,,33.79,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/04693d22-a0b7-4846-9fa1-fe14c0fa3498/call-fetch_bs/CL2022-00043235_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000471,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00043236,22-00043236,SAMN30861655,NV_NSPHL_0000472,"blaOXA-66,adeC,blaADC,aph(3'')-Ib,aph(6)-Id,tet(B),amvA,ant(3'')-IIa,armA,msr(E),mph(E),abaF,sul2,blaOXA-23,blaTEM,aph(3')-Ia",ST2,Acinetobacter baumannii,not collected,2022-02-28,Nevada Dept of Health and Human Svcs,2022-02-14,43236-NV-MN01149-211202,46.37,3948812,,,,33.69,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/b15ef8e3-ca84-4f83-9341-53f293d03596/call-fetch_bs/CL2022-00043236_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000472,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00043238,22-00043238,SAMN30861654,NV_NSPHL_0000473,"blaSHV-11,oqxA,oqxB25,kdeA,emrD,fosA,blaCTX-M-15,qnrS1,blaOXA-181,aac(3)-IIe,qnrB1",No ST predicted,Klebsiella pneumoniae,not collected,2022-02-28,Nevada Dept of Health and Human Svcs,2022-02-17,43238-NV-MN01149-211202,132.89,5645406,,qnrB1.v2^;qnrS1;CTX-M-15;OXA-181,ST17-1LV,33.64,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/fb493cba-131e-44af-b43a-eb353f00dd68/call-fetch_bs/CL2022-00043238_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000473,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
22-00043239,22-00043239,SAMN30965602,NV_NSPHL_0000474,"mexE,fosA,crpP,blaOXA-486,mexX,mexA,catB7,aph(3')-IIb,blaPDC-3",ST252,Pseudomonas aeruginosa,not collected,,,2022-02-17,CL2022-00043239-NV-MN01149-220324,54.76,6699962,,,,34.92,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/eb2e0402-9c0e-4c27-9ef6-7d41b309f0b5/basespace_fetch/66a536e2-c548-465d-b172-83f841e02418/call-fetch_bs/22-00043239_R1.fastq.gz,NV-MN01149-220324,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000474,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043240,22-00043240,SAMN30861653,NV_NSPHL_0000475,"mexX,fosA,mexA,mexE,blaOXA-904,blaPDC-5,aph(3')-IIb,crpP,catB7",No ST predicted,Pseudomonas aeruginosa,not collected,2022-02-28,Nevada Dept of Health and Human Svcs,2022-02-13,43240-NV-MN01149-211202,64.51,6430490,,,,33.43,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/c393e30d-26c2-4acd-8a0a-d0cbdd493ca2/call-fetch_bs/CL2022-00043240_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000475,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043389,22-00043389,SAMN30965601,NV_NSPHL_0000476,"mexE,fosA,mexX,blaOXA-1030,mexA,catB7,blaPDC,aph(3')-IIb",ST850,Pseudomonas aeruginosa,not collected,,,2022-02-23,CL2022-00043389-NV-MN01149-220324,67.93,6301285,,,,34.89,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/eb2e0402-9c0e-4c27-9ef6-7d41b309f0b5/basespace_fetch/430f2d74-e9a6-4ddb-98b6-0b8a8a3bdd35/call-fetch_bs/22-00043389_R1.fastq.gz,NV-MN01149-220324,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000476,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043515,22-00043515,SAMN30965600,NV_NSPHL_0000477,"mexE,fosA,blaOXA,catB7,crpP,mexA,mexX,aph(3')-IIb,blaPDC-3",No ST predicted,Pseudomonas aeruginosa,not collected,,,2022-02-24,CL2022-00043515-NV-MN01149-220324,43.25,6349881,,,,35.05,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/eb2e0402-9c0e-4c27-9ef6-7d41b309f0b5/basespace_fetch/1360d071-bd5b-46a9-9434-b2a758f6a7d5/call-fetch_bs/22-00043515_R1.fastq.gz,NV-MN01149-220324,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000477,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043554,22-00043554,SAMN30861652,NV_NSPHL_0000478,No AMR genes detected by NCBI-AMRFinderPlus,ST81,Mycobacterium avium,not collected,2022-03-01,Sunrise Hospital-Microbiology,2022-02-10,CL2022-00043554-NV-MN01149-220314,80.94,6005560,,,,35.33,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9f4e304e-2139-4687-b4a1-bd8ec108b3b9/basespace_fetch/2a7cc0f2-300e-41c7-a8c2-3907f1fb65a6/call-fetch_bs/22-00043554_R1.fastq.gz,NV-MN01149-220314,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000478,paired,RANDOM,GENOMIC,WGS,Mycobacterium avium,ILLUMINA,WGS of HAIs,
22-00043556,22-00043556,SAMN30965599,NV_NSPHL_0000479,"mexE,mexA,crpP,blaPDC-41,mexX",ST1978,Pseudomonas aeruginosa,not collected,,,2022-02-18,CL2022-00043556-NV-MN01149-220324,77.55,6348833,,,,34.9,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/eb2e0402-9c0e-4c27-9ef6-7d41b309f0b5/basespace_fetch/070d4ba9-9cb2-40bd-b3e2-36084a581316/call-fetch_bs/22-00043556_R1.fastq.gz,NV-MN01149-220324,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000479,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043557,22-00043557,SAMN30861651,NV_NSPHL_0000480,"mexA,blaOXA-914,mexX,fosA,mexE,crpP,aph(3')-IIb,blaPDC-5,catB7",No ST predicted,Pseudomonas aeruginosa,not collected,2022-03-01,Nevada Dept of Health and Human Svcs,2022-02-19,43557-NV-MN01149-211202,72.35,6958659,,,,33.41,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/ba57edbf-d0bf-4f81-96bc-38cff1609e07/call-fetch_bs/CL2022-00043557_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000480,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043558,22-00043558,SAMN30965598,NV_NSPHL_0000481,"fosA,catB7,mexA,mexX,mexE,blaOXA-488,aph(3')-IIb,blaPDC-35,sul1,aadA6",ST235,Pseudomonas aeruginosa,not collected,,,2022-02-16,CL2022-00043558-NV-MN01149-220324,47.46,6800174,,,,34.92,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/eb2e0402-9c0e-4c27-9ef6-7d41b309f0b5/basespace_fetch/bc27be1f-d6f2-4056-889e-6065ccd8fa60/call-fetch_bs/22-00043558_R1.fastq.gz,NV-MN01149-220324,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000481,paired,RANDOM,GENOMIC,WGS,Pseudomonas aeruginosa,ILLUMINA,WGS of HAIs,
22-00043559,22-00043559,SAMN30861650,NV_NSPHL_0000482,"sul1,aadA2,ant(2'')-Ia,abaF,amvA,blaADC-222,blaOXA-95,ant(3'')-IIa,blaOXA-23",ST499,Acinetobacter baumannii,not collected,2022-03-01,Nevada Dept of Health and Human Svcs,2022-02-20,43559-NV-MN01149-211202,74.44,3885821,,,,33.88,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/b705a121-413f-4d42-870c-a9cbcd85b916/call-fetch_bs/CL2022-00043559_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000482,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00043560,22-00043560,SAMN30861649,NV_NSPHL_0000483,"blaOXA-95,abaF,ant(2'')-Ia,aadA2,sul1,amvA,blaADC-222,ant(3'')-IIa,blaOXA-23",ST499,Acinetobacter baumannii,not collected,2022-03-01,Nevada Dept of Health and Human Svcs,2022-02-19,43560-NV-MN01149-211202,61.65,3888134,,,,33.85,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/adf9dfb8-7518-4fd5-bbf6-ba93b266ff37/basespace_fetch/3da19f8b-17da-44a6-955a-c67c529f8d1e/call-fetch_bs/CL2022-00043560_R1.fastq.gz,NV-MN01149-220308,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000483,paired,RANDOM,GENOMIC,WGS,Acinetobacter baumannii,ILLUMINA,WGS of HAIs,
22-00043564,22-00043564,SAMN30861648,NV_NSPHL_0000484,"aac(2')-Ic,erm(37),blaA",ST215,Mycobacterium tuberculosis,not collected,2022-03-01,Centers for Disease Control / Care of - NSPHL,2022-03-01,CL2022-00043564-NV-MN01149-220314,107.45,4351179,,,,35.45,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9f4e304e-2139-4687-b4a1-bd8ec108b3b9/basespace_fetch/2d69c51e-0f8e-47e1-9830-753e193c45aa/call-fetch_bs/22-00043564_R1.fastq.gz,NV-MN01149-220314,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000484,paired,RANDOM,GENOMIC,WGS,Mycobacterium tuberculosis,ILLUMINA,WGS of HAIs,
22-00043565,22-00043565,SAMN30861647,NV_NSPHL_0000485,"aac(2')-Ic,erm(37),blaA",ST215,Mycobacterium tuberculosis,not collected,2022-03-01,Centers for Disease Control / Care of - NSPHL,2022-03-01,CL2022-00043565-NV-MN01149-220314,76.68,4342338,,,,35.5,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9f4e304e-2139-4687-b4a1-bd8ec108b3b9/basespace_fetch/7c3d1527-894c-42dd-8bcb-4e2ae38c9054/call-fetch_bs/22-00043565_R1.fastq.gz,NV-MN01149-220314,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000485,paired,RANDOM,GENOMIC,WGS,Mycobacterium tuberculosis,ILLUMINA,WGS of HAIs,
