taxid,parent_taxid,name,rank,lineage_taxids,lineage,nchildren,ngenomes
576131,1434014,Lentibacter algarum,species,"2, 1224, 28211, 204455, 2854170, 1434014, 576131",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Lentibacter Lentibacter algarum,0,1
1434019,2854170,Mameliella,genus,"2, 1224, 28211, 204455, 2854170, 1434019",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Mameliella,1,1
561184,1434019,Mameliella alba,species,"2, 1224, 28211, 204455, 2854170, 1434019, 561184",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Mameliella Mameliella alba,0,1
1434029,2854170,Pelagimonas,genus,"2, 1224, 28211, 204455, 2854170, 1434029",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Pelagimonas,2,2
696760,1434029,Pelagimonas varians,species,"2, 1224, 28211, 204455, 2854170, 1434029, 696760",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Pelagimonas Pelagimonas varians,0,1
1037362,1434029,Pelagimonas phthalicica,species,"2, 1224, 28211, 204455, 2854170, 1434029, 1037362",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Pelagimonas Pelagimonas phthalicica,0,1
1649279,2854170,Epibacterium,genus,"2, 1224, 28211, 204455, 2854170, 1649279",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Epibacterium,1,1
1156985,1649279,Epibacterium ulvae,species,"2, 1224, 28211, 204455, 2854170, 1649279, 1156985",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Epibacterium Epibacterium ulvae,0,1
2855478,2854170,Salibaculum,genus,"2, 1224, 28211, 204455, 2854170, 2855478",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Salibaculum,2,2
1914408,2855478,Salibaculum halophilum,species,"2, 1224, 28211, 204455, 2854170, 2855478, 1914408",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Salibaculum Salibaculum halophilum,0,1
1914409,2855478,Salibaculum griseiflavum,species,"2, 1224, 28211, 204455, 2854170, 2855478, 1914409",Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Roseobacteraceae Salibaculum Salibaculum griseiflavum,0,1
204457,28211,Sphingomonadales,order,"2, 1224, 28211, 204457",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales,4,276
41297,204457,Sphingomonadaceae,family,"2, 1224, 28211, 204457, 41297",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae,16,203
13687,41297,Sphingomonas,genus,"2, 1224, 28211, 204457, 41297, 13687",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas,94,94
13689,13687,Sphingomonas paucimobilis,species,"2, 1224, 28211, 204457, 41297, 13687, 13689",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas paucimobilis,0,1
28212,13687,Sphingomonas adhaesiva,species,"2, 1224, 28211, 204457, 41297, 13687, 28212",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas adhaesiva,0,1
28213,13687,Sphingomonas parapaucimobilis,species,"2, 1224, 28211, 204457, 41297, 13687, 28213",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas parapaucimobilis,0,1
33051,13687,Sphingomonas sanguinis,species,"2, 1224, 28211, 204457, 41297, 13687, 33051",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sanguinis,0,1
40681,13687,Sphingomonas asaccharolytica,species,"2, 1224, 28211, 204457, 41297, 13687, 40681",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas asaccharolytica,0,1
40682,13687,Sphingomonas mali,species,"2, 1224, 28211, 204457, 41297, 13687, 40682",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas mali,0,1
40683,13687,Sphingomonas pruni,species,"2, 1224, 28211, 204457, 41297, 13687, 40683",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas pruni,0,1
53317,13687,Sphingomonas trueperi,species,"2, 1224, 28211, 204457, 41297, 13687, 53317",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas trueperi,0,1
59803,13687,Sphingomonas echinoides,species,"2, 1224, 28211, 204457, 41297, 13687, 59803",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas echinoides,0,1
68569,13687,Sphingomonas leidyi,species,"2, 1224, 28211, 204457, 41297, 13687, 68569",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas leidyi,0,1
93063,13687,Sphingomonas aquatilis,species,"2, 1224, 28211, 204457, 41297, 13687, 93063",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas aquatilis,0,1
93064,13687,Sphingomonas koreensis,species,"2, 1224, 28211, 204457, 41297, 13687, 93064",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas koreensis,0,1
99597,13687,Sphingomonas pituitosa,species,"2, 1224, 28211, 204457, 41297, 13687, 99597",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas pituitosa,0,1
114404,13687,Sphingomonas fennica,species,"2, 1224, 28211, 204457, 41297, 13687, 114404",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas fennica,0,1
152682,13687,Sphingomonas melonis,species,"2, 1224, 28211, 204457, 41297, 13687, 152682",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas melonis,0,1
172044,13687,Sphingomonas yabuuchiae,species,"2, 1224, 28211, 204457, 41297, 13687, 172044",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas yabuuchiae,0,1
185949,13687,Sphingomonas aurantiaca,species,"2, 1224, 28211, 204457, 41297, 13687, 185949",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas aurantiaca,0,1
185950,13687,Sphingomonas faeni,species,"2, 1224, 28211, 204457, 41297, 13687, 185950",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas faeni,0,1
185951,13687,Sphingomonas aerolata,species,"2, 1224, 28211, 204457, 41297, 13687, 185951",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas aerolata,0,1
237611,13687,Sphingomonas abaci,species,"2, 1224, 28211, 204457, 41297, 13687, 237611",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas abaci,0,1
257003,13687,Sphingomonas phyllosphaerae,species,"2, 1224, 28211, 204457, 41297, 13687, 257003",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas phyllosphaerae,0,1
266127,13687,Sphingomonas soli,species,"2, 1224, 28211, 204457, 41297, 13687, 266127",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas soli,0,1
298708,13687,Sphingomonas kaistensis,species,"2, 1224, 28211, 204457, 41297, 13687, 298708",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas kaistensis,0,1
330920,13687,Sphingomonas azotifigens,species,"2, 1224, 28211, 204457, 41297, 13687, 330920",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas azotifigens,0,1
344880,13687,Sphingomonas dokdonensis,species,"2, 1224, 28211, 204457, 41297, 13687, 344880",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas dokdonensis,0,1
363835,13687,Sphingomonas ginsengisoli An et al. 2013,species,"2, 1224, 28211, 204457, 41297, 13687, 363835",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas ginsengisoli An et al. 2013,0,1
370959,13687,Sphingomonas mucosissima,species,"2, 1224, 28211, 204457, 41297, 13687, 370959",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas mucosissima,0,1
392409,13687,Sphingomonas jaspsi,species,"2, 1224, 28211, 204457, 41297, 13687, 392409",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas jaspsi,0,1
397260,13687,Sphingomonas sanxanigenens,species,"2, 1224, 28211, 204457, 41297, 13687, 397260",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sanxanigenens,0,1
407019,13687,Sphingomonas astaxanthinifaciens,species,"2, 1224, 28211, 204457, 41297, 13687, 407019",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas astaxanthinifaciens,0,1
413712,13687,Sphingomonas pseudosanguinis,species,"2, 1224, 28211, 204457, 41297, 13687, 413712",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas pseudosanguinis,0,1
424800,13687,Sphingomonas insulae,species,"2, 1224, 28211, 204457, 41297, 13687, 424800",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas insulae,0,1
429134,13687,Sphingomonas desiccabilis,species,"2, 1224, 28211, 204457, 41297, 13687, 429134",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas desiccabilis,0,1
511662,13687,Sphingomonas japonica,species,"2, 1224, 28211, 204457, 41297, 13687, 511662",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas japonica,0,1
529705,13687,Sphingomonas changbaiensis,species,"2, 1224, 28211, 204457, 41297, 13687, 529705",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas changbaiensis,0,1
535907,13687,Sphingomonas jinjuensis,species,"2, 1224, 28211, 204457, 41297, 13687, 535907",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas jinjuensis,0,1
575322,13687,Sphingomonas oligoaromativorans,species,"2, 1224, 28211, 204457, 41297, 13687, 575322",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas oligoaromativorans,0,1
634430,13687,Sphingomonas rubra,species,"2, 1224, 28211, 204457, 41297, 13687, 634430",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas rubra,0,1
643568,13687,Sphingomonas xinjiangensis,species,"2, 1224, 28211, 204457, 41297, 13687, 643568",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas xinjiangensis,0,1
653931,13687,Sphingomonas alpina,species,"2, 1224, 28211, 204457, 41297, 13687, 653931",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas alpina,0,1
658225,13687,Sphingomonas glacialis,species,"2, 1224, 28211, 204457, 41297, 13687, 658225",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas glacialis,0,1
861534,13687,Sphingomonas formosensis,species,"2, 1224, 28211, 204457, 41297, 13687, 861534",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas formosensis,0,1
861865,13687,Sphingomonas laterariae,species,"2, 1224, 28211, 204457, 41297, 13687, 861865",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas laterariae,0,1
862134,13687,Sphingomonas ginsenosidimutans,species,"2, 1224, 28211, 204457, 41297, 13687, 862134",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas ginsenosidimutans,0,1
862135,13687,Sphingomonas ginsenosidivorax,species,"2, 1224, 28211, 204457, 41297, 13687, 862135",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas ginsenosidivorax,0,1
869719,13687,Sphingomonas endophytica,species,"2, 1224, 28211, 204457, 41297, 13687, 869719",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas endophytica,0,1
904715,13687,Sphingomonas jejuensis,species,"2, 1224, 28211, 204457, 41297, 13687, 904715",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas jejuensis,0,1
1045317,13687,Sphingomonas lutea,species,"2, 1224, 28211, 204457, 41297, 13687, 1045317",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas lutea,0,1
1141887,13687,Sphingomonas lenta,species,"2, 1224, 28211, 204457, 41297, 13687, 1141887",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas lenta,0,1
1141889,13687,Sphingomonas spermidinifaciens,species,"2, 1224, 28211, 204457, 41297, 13687, 1141889",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas spermidinifaciens,0,1
1141890,13687,Sphingomonas guangdongensis,species,"2, 1224, 28211, 204457, 41297, 13687, 1141890",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas guangdongensis,0,1
1166323,13687,Sphingomonas carotinifaciens,species,"2, 1224, 28211, 204457, 41297, 13687, 1166323",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas carotinifaciens,0,1
1166337,13687,Sphingomonas jatrophae,species,"2, 1224, 28211, 204457, 41297, 13687, 1166337",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas jatrophae,0,1
1166340,13687,Sphingomonas gellani,species,"2, 1224, 28211, 204457, 41297, 13687, 1166340",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas gellani,0,1
1241761,13687,Sphingomonas yantingensis,species,"2, 1224, 28211, 204457, 41297, 13687, 1241761",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas yantingensis,0,1
1259676,13687,Sphingomonas psychrolutea,species,"2, 1224, 28211, 204457, 41297, 13687, 1259676",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas psychrolutea,0,1
1268553,13687,Sphingomonas kyeonggiensis,species,"2, 1224, 28211, 204457, 41297, 13687, 1268553",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas kyeonggiensis,0,1
1344948,13687,Sphingomonas aerophila,species,"2, 1224, 28211, 204457, 41297, 13687, 1344948",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas aerophila,0,1
1344951,13687,Sphingomonas naasensis,species,"2, 1224, 28211, 204457, 41297, 13687, 1344951",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas naasensis,0,1
1395960,13687,Sphingomonas gei,species,"2, 1224, 28211, 204457, 41297, 13687, 1395960",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas gei,0,1
1549858,13687,Sphingomonas taxi,species,"2, 1224, 28211, 204457, 41297, 13687, 1549858",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas taxi,0,1
1560345,13687,Sphingomonas panacis,species,"2, 1224, 28211, 204457, 41297, 13687, 1560345",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas panacis,0,1
1609977,13687,Sphingomonas hengshuiensis,species,"2, 1224, 28211, 204457, 41297, 13687, 1609977",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas hengshuiensis,0,1
1646122,13687,Sphingomonas zeae,species,"2, 1224, 28211, 204457, 41297, 13687, 1646122",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas zeae,0,1
1658060,13687,Sphingomonas vulcanisoli,species,"2, 1224, 28211, 204457, 41297, 13687, 1658060",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas vulcanisoli,0,1
1697973,13687,Sphingomonas crusticola,species,"2, 1224, 28211, 204457, 41297, 13687, 1697973",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas crusticola,0,1
1735121,13687,Sphingomonas oleivorans,species,"2, 1224, 28211, 204457, 41297, 13687, 1735121",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas oleivorans,0,1
1779358,13687,Sphingomonas metalli,species,"2, 1224, 28211, 204457, 41297, 13687, 1779358",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas metalli,0,1
1813879,13687,Sphingomonas panacisoli,species,"2, 1224, 28211, 204457, 41297, 13687, 1813879",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas panacisoli,0,1
1843236,13687,Sphingomonas montana,species,"2, 1224, 28211, 204457, 41297, 13687, 1843236",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas montana,0,1
1843237,13687,Sphingomonas prati,species,"2, 1224, 28211, 204457, 41297, 13687, 1843237",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas prati,0,1
1848973,13687,Sphingomonas colocasiae,species,"2, 1224, 28211, 204457, 41297, 13687, 1848973",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas colocasiae,0,1
1855283,13687,Sphingomonas palmae,species,"2, 1224, 28211, 204457, 41297, 13687, 1855283",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas palmae,0,1
1888892,13687,Sphingomonas turrisvirgatae,species,"2, 1224, 28211, 204457, 41297, 13687, 1888892",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas turrisvirgatae,0,1
1915074,13687,Sphingomonas jeddahensis,species,"2, 1224, 28211, 204457, 41297, 13687, 1915074",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas jeddahensis,0,1
2071607,13687,Sphingomonas rhizophila,species,"2, 1224, 28211, 204457, 41297, 13687, 2071607",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas rhizophila,0,1
2116704,13687,Sphingomonas deserti,species,"2, 1224, 28211, 204457, 41297, 13687, 2116704",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas deserti,0,1
2175090,13687,Sphingomonas pokkalii,species,"2, 1224, 28211, 204457, 41297, 13687, 2175090",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas pokkalii,0,1
2303576,13687,Sphingomonas mesophila,species,"2, 1224, 28211, 204457, 41297, 13687, 2303576",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas mesophila,0,1
2305907,13687,Sphingomonas gilva,species,"2, 1224, 28211, 204457, 41297, 13687, 2305907",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas gilva,0,1
2315689,13687,Sphingomonas edaphi,species,"2, 1224, 28211, 204457, 41297, 13687, 2315689",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas edaphi,0,1
2484750,13687,Sphingomonas populi,species,"2, 1224, 28211, 204457, 41297, 13687, 2484750",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas populi,0,1
2529389,13687,Sphingomonas solaris,species,"2, 1224, 28211, 204457, 41297, 13687, 2529389",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas solaris,0,1
2555898,13687,Sphingomonas parva,species,"2, 1224, 28211, 204457, 41297, 13687, 2555898",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas parva,0,1
2594473,13687,Sphingomonas xanthus,species,"2, 1224, 28211, 204457, 41297, 13687, 2594473",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas xanthus,0,1
2682842,13687,Sphingomonas horti,species,"2, 1224, 28211, 204457, 41297, 13687, 2682842",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas horti,0,1
2683589,13687,Sphingomonas chungangi,species,"2, 1224, 28211, 204457, 41297, 13687, 2683589",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas chungangi,0,1
2698828,13687,Sphingomonas lacunae,species,"2, 1224, 28211, 204457, 41297, 13687, 2698828",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas lacunae,0,1
2714943,13687,Sphingomonas piscis,species,"2, 1224, 28211, 204457, 41297, 13687, 2714943",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas piscis,0,1
2714944,13687,Sphingomonas sinipercae,species,"2, 1224, 28211, 204457, 41297, 13687, 2714944",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sinipercae,0,1
2741495,13687,Sphingomonas hominis,species,"2, 1224, 28211, 204457, 41297, 13687, 2741495",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas hominis,0,1
2759526,13687,Sphingomonas aliaeris,species,"2, 1224, 28211, 204457, 41297, 13687, 2759526",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas aliaeris,0,1
2762591,13687,Sphingomonas albertensis,species,"2, 1224, 28211, 204457, 41297, 13687, 2762591",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas albertensis,0,1
2764186,13687,Sphingomonas sabuli,species,"2, 1224, 28211, 204457, 41297, 13687, 2764186",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sabuli,0,1
150203,41297,Blastomonas,genus,"2, 1224, 28211, 204457, 41297, 150203",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Blastomonas,2,2
1510276,150203,Blastomonas aquatica,species,"2, 1224, 28211, 204457, 41297, 150203, 1510276",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Blastomonas Blastomonas aquatica,0,1
1550728,150203,Blastomonas fulva,species,"2, 1224, 28211, 204457, 41297, 150203, 1550728",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Blastomonas Blastomonas fulva,0,1
165695,41297,Sphingobium,genus,"2, 1224, 28211, 204457, 41297, 165695",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium,31,31
13690,165695,Sphingobium yanoikuyae,species,"2, 1224, 28211, 204457, 41297, 165695, 13690",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium yanoikuyae,0,1
46429,165695,Sphingobium chlorophenolicum,species,"2, 1224, 28211, 204457, 41297, 165695, 46429",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium chlorophenolicum,0,1
56193,165695,Sphingobium chungbukense,species,"2, 1224, 28211, 204457, 41297, 165695, 56193",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium chungbukense,0,1
76947,165695,Sphingobium herbicidovorans,species,"2, 1224, 28211, 204457, 41297, 165695, 76947",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium herbicidovorans,0,1
86193,165695,Sphingobium abikonense,species,"2, 1224, 28211, 204457, 41297, 165695, 86193",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium abikonense,0,1
120107,165695,Sphingobium cloacae,species,"2, 1224, 28211, 204457, 41297, 165695, 120107",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium cloacae,0,1
121428,165695,Sphingobium xenophagum,species,"2, 1224, 28211, 204457, 41297, 165695, 121428",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium xenophagum,0,1
135719,165695,Sphingobium amiense,species,"2, 1224, 28211, 204457, 41297, 165695, 135719",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium amiense,0,1
332055,165695,Sphingobium indicum,species,"2, 1224, 28211, 204457, 41297, 165695, 332055",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium indicum,0,1
336203,165695,Sphingobium fuliginis,species,"2, 1224, 28211, 204457, 41297, 165695, 336203",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium fuliginis,0,1
420994,165695,Sphingobium ummariense,species,"2, 1224, 28211, 204457, 41297, 165695, 420994",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium ummariense,0,1
522773,165695,Sphingobium lactosutens,species,"2, 1224, 28211, 204457, 41297, 165695, 522773",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium lactosutens,0,1
529005,165695,Sphingobium vermicomposti,species,"2, 1224, 28211, 204457, 41297, 165695, 529005",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium vermicomposti,0,1
538379,165695,Sphingobium quisquiliarum,species,"2, 1224, 28211, 204457, 41297, 165695, 538379",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium quisquiliarum,0,1
