curated_genus,curated_species,speciesname_standard_format,species_ngenomes,original_taxon_count,lca_taxid,lca_taxon_name,lca_taxon_rank,matched_name,matched_nametype,matched_speciesname_only,matched_taxid,matched_taxon_name,matched_taxon_rank,matched_taxon_unique
Laribacter,hongkongensis,True,2,2,168471,Laribacter hongkongensis,species,Laribacter hongkongensis,primary,False,168471,Laribacter hongkongensis,species,True
Lawsonella,clevelandensis,True,2,1,1528099,Lawsonella clevelandensis,species,Lawsonella clevelandensis,primary,False,1528099,Lawsonella clevelandensis,species,True
Lawsonia,intracellularis,True,2,2,29546,Lawsonia intracellularis,species,Lawsonia intracellularis,primary,False,29546,Lawsonia intracellularis,species,True
Lechevalieria,aerocolonigenes,True,2,1,68170,Lentzea aerocolonigenes,species,Lechevalieria aerocolonigenes,Synonym,False,68170,Lentzea aerocolonigenes,species,True
Leclercia,adecarboxylata,True,3,2,83655,Leclercia adecarboxylata,species,Leclercia adecarboxylata,primary,False,83655,Leclercia adecarboxylata,species,True
Legionella,anisa,True,2,2,28082,Legionella anisa,species,Legionella anisa,primary,False,28082,Legionella anisa,species,True
Legionella,cherrii,True,2,2,28084,Legionella cherrii,species,Legionella cherrii,primary,False,28084,Legionella cherrii,species,True
Legionella,geestiana,True,2,2,45065,Legionella geestiana,species,Legionella geestiana,primary,False,45065,Legionella geestiana,species,True
Legionella,hackeliae,True,2,1,449,Legionella hackeliae,species,Legionella hackeliae,primary,False,449,Legionella hackeliae,species,True
Legionella,lansingensis,True,2,2,45067,Legionella lansingensis,species,Legionella lansingensis,primary,False,45067,Legionella lansingensis,species,True
Legionella,longbeachae,True,2,2,450,Legionella longbeachae,species,Legionella longbeachae,primary,False,450,Legionella longbeachae,species,True
Legionella,massiliensis,True,2,1,1034943,Legionella massiliensis,species,Legionella massiliensis,primary,False,1034943,Legionella massiliensis,species,True
Legionella,moravica,True,2,2,39962,Legionella moravica,species,Legionella moravica,primary,False,39962,Legionella moravica,species,True
Legionella,oakridgensis,True,3,3,29423,Legionella oakridgensis,species,Legionella oakridgensis,primary,False,29423,Legionella oakridgensis,species,True
Legionella,pneumophila,True,488,19,446,Legionella pneumophila,species,Legionella pneumophila,primary,False,446,Legionella pneumophila,species,True
Legionella,sainthelensi,True,2,2,28087,Legionella sainthelensi,species,Legionella sainthelensi,primary,False,28087,Legionella sainthelensi,species,True
Legionella,shakespearei,True,2,1,1122169,Legionella shakespearei DSM 23087,strain,Legionella shakespearei,primary,False,45075,Legionella shakespearei,species,True
Leminorella,grimontii,True,2,1,1005999,Leminorella grimontii ATCC 33999 = DSM 5078,strain,Leminorella grimontii,primary,False,82981,Leminorella grimontii,species,True
Leptolinea,tardivitalis,True,2,1,229920,Leptolinea tardivitalis,species,Leptolinea tardivitalis,primary,False,229920,Leptolinea tardivitalis,species,True
Leptospira,alstonii,True,5,3,28452,Leptospira alstonii,species,Leptospira alstonii,primary,False,28452,Leptospira alstonii,species,True
Leptospira,biflexa,True,2,2,145259,Leptospira biflexa serovar Patoc,no rank,Leptospira biflexa,primary,False,172,Leptospira biflexa,species,True
Leptospira,borgpetersenii,True,36,21,174,Leptospira borgpetersenii,species,Leptospira borgpetersenii,primary,False,174,Leptospira borgpetersenii,species,True
Leptospira,interrogans,True,262,194,173,Leptospira interrogans,species,Leptospira interrogans,primary,False,173,Leptospira interrogans,species,True
Leptospira,kirschneri,True,25,24,29507,Leptospira kirschneri,species,Leptospira kirschneri,primary,False,29507,Leptospira kirschneri,species,True
Leptospira,licerasiae,True,4,4,447106,Leptospira licerasiae,species,Leptospira licerasiae,primary,False,447106,Leptospira licerasiae,species,True
Leptospira,mayottensis,True,2,2,1137606,Leptospira mayottensis,species,Leptospira mayottensis,primary,False,1137606,Leptospira mayottensis,species,True
Leptospira,meyeri,True,2,2,29508,Leptospira meyeri,species,Leptospira meyeri,primary,False,29508,Leptospira meyeri,species,True
Leptospira,noguchii,True,15,10,28182,Leptospira noguchii,species,Leptospira noguchii,primary,False,28182,Leptospira noguchii,species,True
Leptospira,santarosai,True,33,23,28183,Leptospira santarosai,species,Leptospira santarosai,primary,False,28183,Leptospira santarosai,species,True
Leptospira,weilii,True,16,9,28184,Leptospira weilii,species,Leptospira weilii,primary,False,28184,Leptospira weilii,species,True
Leptospirillum,ferriphilum,True,3,3,178606,Leptospirillum ferriphilum,species,Leptospirillum ferriphilum,primary,False,178606,Leptospirillum ferriphilum,species,True
Leptotrichia,goodfellowii,True,2,2,157692,Pseudoleptotrichia goodfellowii,species,Leptotrichia goodfellowii,Synonym,False,157692,Pseudoleptotrichia goodfellowii,species,True
Leptotrichia,hofstadii,True,2,2,157688,Leptotrichia hofstadii,species,Leptotrichia hofstadii,primary,False,157688,Leptotrichia hofstadii,species,True
Leptotrichia,wadei,True,3,3,157687,Leptotrichia wadei,species,Leptotrichia wadei,primary,False,157687,Leptotrichia wadei,species,True
Leucobacter,chromiiresistens,True,2,2,1079994,Leucobacter chromiiresistens,species,Leucobacter chromiiresistens,primary,False,1079994,Leucobacter chromiiresistens,species,True
Leuconostoc,citreum,True,6,5,33964,Leuconostoc citreum,species,Leuconostoc citreum,primary,False,33964,Leuconostoc citreum,species,True
Leuconostoc,gelidum,True,4,4,1244,Leuconostoc gelidum,species,Leuconostoc gelidum,primary,False,1244,Leuconostoc gelidum,species,True
Leuconostoc,mesenteroides,True,16,11,1245,Leuconostoc mesenteroides,species,Leuconostoc mesenteroides,primary,False,1245,Leuconostoc mesenteroides,species,True
Leuconostoc,pseudomesenteroides,True,3,3,33968,Leuconostoc pseudomesenteroides,species,Leuconostoc pseudomesenteroides,primary,False,33968,Leuconostoc pseudomesenteroides,species,True
Liberibacter,americanus,True,2,2,309868,Candidatus Liberibacter americanus,species,Candidatus Liberibacter americanus,primary,False,309868,Candidatus Liberibacter americanus,species,True
Liberibacter,asiaticus,True,8,4,34021,Candidatus Liberibacter asiaticus,species,Candidatus Liberibacter asiaticus,primary,False,34021,Candidatus Liberibacter asiaticus,species,True
Liberibacter,crescens,True,2,2,1273132,Liberibacter crescens,species,Liberibacter crescens,primary,False,1273132,Liberibacter crescens,species,True
Liberibacter,solanacearum,True,5,2,556287,Candidatus Liberibacter solanacearum,species,Candidatus Liberibacter solanacearum,primary,False,556287,Candidatus Liberibacter solanacearum,species,True
Listeria,fleischmannii,True,4,4,1069827,Listeria fleischmannii,species,Listeria fleischmannii,primary,False,1069827,Listeria fleischmannii,species,True
Listeria,grayi,True,2,2,1641,Listeria grayi,species,Listeria grayi,primary,False,1641,Listeria grayi,species,True
Listeria,innocua,True,6,4,1642,Listeria innocua,species,Listeria innocua,primary,False,1642,Listeria innocua,species,True
Listeria,ivanovii,True,6,4,1638,Listeria ivanovii,species,Listeria ivanovii,primary,False,1638,Listeria ivanovii,species,True
Listeria,monocytogenes,True,624,80,1639,Listeria monocytogenes,species,Listeria monocytogenes,primary,False,1639,Listeria monocytogenes,species,True
Listeria,newyorkensis,True,2,1,1497681,Listeria newyorkensis,species,Listeria newyorkensis,primary,False,1497681,Listeria newyorkensis,species,True
Listeria,seeligeri,True,3,3,1640,Listeria seeligeri,species,Listeria seeligeri,primary,False,1640,Listeria seeligeri,species,True
Lonsdalea,quercina,True,2,1,1082705,Lonsdalea quercina subsp. quercina,subspecies,Lonsdalea quercina,primary,False,71657,Lonsdalea quercina,species,True
Lysinibacillus,fusiformis,True,5,4,28031,Lysinibacillus fusiformis,species,Lysinibacillus fusiformis,primary,False,28031,Lysinibacillus fusiformis,species,True
Lysinibacillus,odysseyi,True,2,1,1220589,Lysinibacillus odysseyi 34hs-1 = NBRC 100172,strain,Lysinibacillus odysseyi,primary,False,202611,Lysinibacillus odysseyi,species,True
Lysinibacillus,sphaericus,True,8,2,1421,Lysinibacillus sphaericus,species,Lysinibacillus sphaericus,primary,False,1421,Lysinibacillus sphaericus,species,True
Lysinimicrobium,aestuarii,True,3,1,1638982,Demequina maris,species,Lysinimicrobium aestuarii,Synonym,False,1638982,Demequina maris,species,True
Lysinimicrobium,rhizosphaerae,True,3,1,1638985,Demequina rhizosphaerae,species,Lysinimicrobium rhizosphaerae,Synonym,False,1638985,Demequina rhizosphaerae,species,True
Lysobacter,antibioticus,True,2,1,84531,Lysobacter antibioticus,species,Lysobacter antibioticus,primary,False,84531,Lysobacter antibioticus,species,True
Lysobacter,capsici,True,3,2,435897,Lysobacter capsici,species,Lysobacter capsici,primary,False,435897,Lysobacter capsici,species,True
Lysobacter,defluvii,True,2,1,1385515,Lysobacter defluvii IMMIB APB-9 = DSM 18482,strain,Lysobacter defluvii,primary,False,391738,Lysobacter defluvii,species,True
Mageeibacillus,indolicus,True,2,2,884684,Mageeibacillus indolicus,species,Mageeibacillus indolicus,primary,False,884684,Mageeibacillus indolicus,species,True
Mannheimia,haemolytica,True,30,18,75985,Mannheimia haemolytica,species,Mannheimia haemolytica,primary,False,75985,Mannheimia haemolytica,species,True
Mannheimia,varigena,True,3,3,85404,Mannheimia varigena,species,Mannheimia varigena,primary,False,85404,Mannheimia varigena,species,True
Marinagarivorans,algicola,True,2,1,1513270,Marinagarivorans algicola,species,Marinagarivorans algicola,primary,False,1513270,Marinagarivorans algicola,species,True
Marinilabilia,salmonicolor,True,2,1,1168289,Marinilabilia salmonicolor JCM 21150,strain,Marinilabilia salmonicolor,primary,False,989,Marinilabilia salmonicolor,species,True
Marinobacter,hydrocarbonoclasticus,True,2,2,2743,Marinobacter hydrocarbonoclasticus,species,Marinobacter hydrocarbonoclasticus,primary,False,2743,Marinobacter hydrocarbonoclasticus,species,True
Mariprofundus,ferrooxydans,True,3,3,314344,Mariprofundus ferrooxydans,species,Mariprofundus ferrooxydans,primary,False,314344,Mariprofundus ferrooxydans,species,True
Megasphaera,elsdenii,True,4,4,907,Megasphaera elsdenii,species,Megasphaera elsdenii,primary,False,907,Megasphaera elsdenii,species,True
Meiothermus,ruber,True,4,3,277,Meiothermus ruber,species,Meiothermus ruber,primary,False,277,Meiothermus ruber,species,True
Melissococcus,plutonius,True,13,3,33970,Melissococcus plutonius,species,Melissococcus plutonius,primary,False,33970,Melissococcus plutonius,species,True
Mesoplasma,florum,True,2,2,2151,Mesoplasma florum,species,Mesoplasma florum,primary,False,2151,Mesoplasma florum,species,True
Mesorhizobium,ciceri,True,4,4,39645,Mesorhizobium ciceri,species,Mesorhizobium ciceri,primary,False,39645,Mesorhizobium ciceri,species,True
Mesorhizobium,plurifarium,True,3,1,69974,Mesorhizobium plurifarium,species,Mesorhizobium plurifarium,primary,False,69974,Mesorhizobium plurifarium,species,True
Methylacidiphilum,fumariolicum,True,2,1,1156937,Methylacidiphilum fumariolicum SolV,strain,Methylacidiphilum fumariolicum,primary,False,591154,Methylacidiphilum fumariolicum,species,True
Methylobacter,tundripaludum,True,3,3,173365,Methylobacter tundripaludum,species,Methylobacter tundripaludum,primary,False,173365,Methylobacter tundripaludum,species,True
Methylobacterium,aquaticum,True,3,1,270351,Methylobacterium aquaticum,species,Methylobacterium aquaticum,primary,False,270351,Methylobacterium aquaticum,species,True
Methylobacterium,extorquens,True,5,5,408,Methylorubrum extorquens,species,Methylobacterium extorquens,Synonym,False,408,Methylorubrum extorquens,species,True
Methylobacterium,platani,True,2,1,427683,Methylobacterium platani,species,Methylobacterium platani,primary,False,427683,Methylobacterium platani,species,True
Methylobacterium,radiotolerans,True,5,2,31998,Methylobacterium radiotolerans,species,Methylobacterium radiotolerans,primary,False,31998,Methylobacterium radiotolerans,species,True
Methylococcus,capsulatus,True,3,2,414,Methylococcus capsulatus,species,Methylococcus capsulatus,primary,False,414,Methylococcus capsulatus,species,True
Methyloversatilis,discipulorum,True,2,1,1119528,Methyloversatilis discipulorum,species,Methyloversatilis discipulorum,primary,False,1119528,Methyloversatilis discipulorum,species,True
Methyloversatilis,universalis,True,2,2,378211,Methyloversatilis universalis,species,Methyloversatilis universalis,primary,False,378211,Methyloversatilis universalis,species,True
Microbacterium,oleivorans,True,2,2,273677,Microbacterium oleivorans,species,Microbacterium oleivorans,primary,False,273677,Microbacterium oleivorans,species,True
Microbacterium,testaceum,True,4,1,2033,Microbacterium testaceum,species,Microbacterium testaceum,primary,False,2033,Microbacterium testaceum,species,True
Micrococcus,luteus,True,12,3,1270,Micrococcus luteus,species,Micrococcus luteus,primary,False,1270,Micrococcus luteus,species,True
Microcystis,aeruginosa,True,17,17,1126,Microcystis aeruginosa,species,Microcystis aeruginosa,primary,False,1126,Microcystis aeruginosa,species,True
Microthrix,parvicella,True,2,2,41950,Candidatus Microthrix parvicella,species,Candidatus Microthrix parvicella,primary,False,41950,Candidatus Microthrix parvicella,species,True
Mobiluncus,curtisii,True,4,4,2050,Mobiluncus,genus,,,,,,,
Mobiluncus,mulieris,True,4,4,2052,Mobiluncus mulieris,species,Mobiluncus mulieris,primary,False,2052,Mobiluncus mulieris,species,True
Moellerella,wisconsensis,True,2,2,158849,Moellerella wisconsensis,species,Moellerella wisconsensis,primary,False,158849,Moellerella wisconsensis,species,True
Moorella,thermoacetica,True,4,3,1525,Moorella thermoacetica,species,Moorella thermoacetica,primary,False,1525,Moorella thermoacetica,species,True
Moranella,endobia,True,2,2,1048758,Candidatus Moranella endobia,species,Candidatus Moranella endobia,primary,False,1048758,Candidatus Moranella endobia,species,True
Moraxella,catarrhalis,True,23,12,480,Moraxella catarrhalis,species,Moraxella catarrhalis,primary,False,480,Moraxella catarrhalis,species,True
Morganella,morganii,True,15,6,582,Morganella morganii,species,Morganella morganii,primary,False,582,Morganella morganii,species,True
Moritella,marina,True,2,1,1202962,Moritella marina ATCC 15381,strain,Moritella marina,primary,False,90736,Moritella marina,species,True
Mycetocola,saprophilus,True,2,1,76636,Mycetocola saprophilus,species,Mycetocola saprophilus,primary,False,76636,Mycetocola saprophilus,species,True
Mycobacterium,abscessus,True,241,72,36809,Mycobacteroides abscessus,species,Mycobacterium abscessus,Synonym,False,36809,Mycobacteroides abscessus,species,True
Mycobacterium,africanum,True,22,19,33894,Mycobacterium tuberculosis variant africanum,biotype,Mycobacterium africanum,GenbankSynonym,False,33894,Mycobacterium tuberculosis variant africanum,biotype,True
Mycobacterium,avium,True,91,53,1764,Mycobacterium avium,species,Mycobacterium avium,primary,False,1764,Mycobacterium avium,species,True
Mycobacterium,bovis,True,66,19,1765,Mycobacterium tuberculosis variant bovis,biotype,Mycobacterium bovis,GenbankSynonym,False,1765,Mycobacterium tuberculosis variant bovis,biotype,True
Mycobacterium,canettii,True,5,5,78331,Mycobacterium canettii,species,Mycobacterium canettii,primary,False,78331,Mycobacterium canettii,species,True
Mycobacterium,chimaera,True,2,1,222805,Mycobacterium chimaera,species,Mycobacterium chimaera,primary,False,222805,Mycobacterium chimaera,species,True
Mycobacterium,chlorophenolicum,True,2,2,37916,Mycolicibacterium chlorophenolicum,species,Mycobacterium chlorophenolicum,Synonym,False,37916,Mycolicibacterium chlorophenolicum,species,True
Mycobacterium,fortuitum,True,3,3,1766,Mycolicibacterium fortuitum,species,Mycobacterium fortuitum,Synonym,False,1766,Mycolicibacterium fortuitum,species,True
Mycobacterium,gilvum,True,2,2,1804,Mycolicibacterium gilvum,species,Mycobacterium gilvum,Synonym,False,1804,Mycolicibacterium gilvum,species,True
Mycobacterium,haemophilum,True,5,2,29311,Mycobacterium haemophilum,species,Mycobacterium haemophilum,primary,False,29311,Mycobacterium haemophilum,species,True
Mycobacterium,hassiacum,True,2,1,1122247,Mycolicibacterium hassiacum DSM 44199,strain,Mycobacterium hassiacum,Synonym,False,46351,Mycolicibacterium hassiacum,species,True
Mycobacterium,immunogenum,True,13,1,83262,Mycobacteroides immunogenum,species,Mycobacterium immunogenum,Synonym,False,83262,Mycobacteroides immunogenum,species,True
Mycobacterium,intracellulare,True,9,6,120793,Mycobacterium avium complex (MAC),species group,,,,,,,
Mycobacterium,kansasii,True,8,5,1768,Mycobacterium kansasii,species,Mycobacterium kansasii,primary,False,1768,Mycobacterium kansasii,species,True
Mycobacterium,kyorinense,True,2,1,487514,Mycobacterium kyorinense,species,Mycobacterium kyorinense,primary,False,487514,Mycobacterium kyorinense,species,True
Mycobacterium,leprae,True,2,2,1769,Mycobacterium leprae,species,Mycobacterium leprae,primary,False,1769,Mycobacterium leprae,species,True
Mycobacterium,lepromatosis,True,2,1,480418,Mycobacterium lepromatosis,species,Mycobacterium lepromatosis,primary,False,480418,Mycobacterium lepromatosis,species,True
Mycobacterium,marinum,True,4,4,1781,Mycobacterium marinum,species,Mycobacterium marinum,primary,False,1781,Mycobacterium marinum,species,True
Mycobacterium,mucogenicum,True,2,1,56689,Mycolicibacterium mucogenicum,species,Mycobacterium mucogenicum,Synonym,False,56689,Mycolicibacterium mucogenicum,species,True
Mycobacterium,nebraskense,True,2,1,244292,Mycobacterium nebraskense,species,Mycobacterium nebraskense,primary,False,244292,Mycobacterium nebraskense,species,True
Mycobacterium,neoaurum,True,5,3,1795,Mycolicibacterium neoaurum,species,Mycobacterium neoaurum,Synonym,False,1795,Mycolicibacterium neoaurum,species,True
Mycobacterium,obuense,True,2,1,1807,Mycolicibacterium obuense,species,Mycobacterium obuense,Synonym,False,1807,Mycolicibacterium obuense,species,True
Mycobacterium,phlei,True,6,6,1771,Mycolicibacterium phlei,species,Mycobacterium phlei,Synonym,False,1771,Mycolicibacterium phlei,species,True
Mycobacterium,senegalense,True,2,1,1796,Mycolicibacterium senegalense,species,Mycobacterium senegalense,Synonym,False,1796,Mycolicibacterium senegalense,species,True
Mycobacterium,setense,True,2,1,431269,Mycolicibacterium setense,species,Mycobacterium setense,Synonym,False,431269,Mycolicibacterium setense,species,True
Mycobacterium,simiae,True,2,2,1784,Mycobacterium simiae,species,Mycobacterium simiae,primary,False,1784,Mycobacterium simiae,species,True
Mycobacterium,smegmatis,True,8,4,1772,Mycolicibacterium smegmatis,species,Mycobacterium smegmatis,Synonym,False,1772,Mycolicibacterium smegmatis,species,True
Mycobacterium,thermoresistibile,True,2,2,1797,Mycolicibacterium thermoresistibile,species,Mycobacterium thermoresistibile,Synonym,False,1797,Mycolicibacterium thermoresistibile,species,True
Mycobacterium,tuberculosis,True,3486,1696,1773,Mycobacterium tuberculosis,species,Mycobacterium tuberculosis,primary,False,1773,Mycobacterium tuberculosis,species,True
Mycobacterium,vaccae,True,2,2,1810,Mycolicibacterium vaccae,species,Mycobacterium vaccae,Synonym,False,1810,Mycolicibacterium vaccae,species,True
Mycoplasma,arginini,True,2,2,2094,Mycoplasma arginini,species,Mycoplasma arginini,primary,False,2094,Mycoplasma arginini,species,True
Mycoplasma,bovis,True,8,5,28903,Mycoplasma bovis,species,Mycoplasma bovis,primary,False,28903,Mycoplasma bovis,species,True
Mycoplasma,californicum,True,2,2,2113,Mycoplasmopsis californica,species,Mycoplasma californicum,Synonym,False,2113,Mycoplasmopsis californica,species,True
Mycoplasma,canis,True,7,6,29555,Mycoplasma canis,species,Mycoplasma canis,primary,False,29555,Mycoplasma canis,species,True
Mycoplasma,capricolum,True,10,7,2095,Mycoplasma capricolum,species,Mycoplasma capricolum,primary,False,2095,Mycoplasma capricolum,species,True
Mycoplasma,columbinum,True,2,2,114881,Mycoplasmopsis columbina,species,Mycoplasma columbinum,Synonym,False,114881,Mycoplasmopsis columbina,species,True
Mycoplasma,fermentans,True,3,3,2115,Mycoplasma fermentans,species,Mycoplasma fermentans,primary,False,2115,Mycoplasma fermentans,species,True
Mycoplasma,flocculare,True,2,2,2128,Mycoplasma flocculare,species,Mycoplasma flocculare,primary,False,2128,Mycoplasma flocculare,species,True
Mycoplasma,gallisepticum,True,12,12,2096,Mycoplasma gallisepticum,species,Mycoplasma gallisepticum,primary,False,2096,Mycoplasma gallisepticum,species,True
Mycoplasma,genitalium,True,6,5,2097,Mycoplasma genitalium,species,Mycoplasma genitalium,primary,False,2097,Mycoplasma genitalium,species,True
Mycoplasma,haemofelis,True,2,2,29501,Mycoplasma haemofelis,species,Mycoplasma haemofelis,primary,False,29501,Mycoplasma haemofelis,species,True
Mycoplasma,hominis,True,11,3,2098,Mycoplasma hominis,species,Mycoplasma hominis,primary,False,2098,Mycoplasma hominis,species,True
Mycoplasma,hyopneumoniae,True,6,6,2099,Mycoplasma hyopneumoniae,species,Mycoplasma hyopneumoniae,primary,False,2099,Mycoplasma hyopneumoniae,species,True
Mycoplasma,hyorhinis,True,6,6,2100,Mycoplasma hyorhinis,species,Mycoplasma hyorhinis,primary,False,2100,Mycoplasma hyorhinis,species,True
Mycoplasma,hyosynoviae,True,7,1,29559,Mycoplasma hyosynoviae,species,Mycoplasma hyosynoviae,primary,False,29559,Mycoplasma hyosynoviae,species,True
Mycoplasma,iowae,True,2,2,2116,Mycoplasma iowae,species,Mycoplasma iowae,primary,False,2116,Mycoplasma iowae,species,True
Mycoplasma,leachii,True,2,2,2105,Mycoplasma leachii,species,Mycoplasma leachii,primary,False,2105,Mycoplasma leachii,species,True
Mycoplasma,meleagridis,True,2,2,29561,Mycoplasma meleagridis,species,Mycoplasma meleagridis,primary,False,29561,Mycoplasma meleagridis,species,True
Mycoplasma,mycoides,True,15,7,2102,Mycoplasma mycoides,species,Mycoplasma mycoides,primary,False,2102,Mycoplasma mycoides,species,True
Mycoplasma,pirum,True,2,2,2122,Mycoplasma pirum,species,Mycoplasma pirum,primary,False,2122,Mycoplasma pirum,species,True
Mycoplasma,pneumoniae,True,54,18,2104,Mycoplasma pneumoniae,species,Mycoplasma pneumoniae,primary,False,2104,Mycoplasma pneumoniae,species,True
Mycoplasma,putrefaciens,True,2,2,2123,Mycoplasma putrefaciens,species,Mycoplasma putrefaciens,primary,False,2123,Mycoplasma putrefaciens,species,True
Mycoplasma,suis,True,2,2,57372,Mycoplasma suis,species,Mycoplasma suis,primary,False,57372,Mycoplasma suis,species,True
Mycoplasma,synoviae,True,4,2,2109,Mycoplasma synoviae,species,Mycoplasma synoviae,primary,False,2109,Mycoplasma synoviae,species,True
Mycoplasma,yeatsii,True,2,2,51365,Mycoplasma yeatsii,species,Mycoplasma yeatsii,primary,False,51365,Mycoplasma yeatsii,species,True
Myroides,marinus,True,3,1,703342,Myroides marinus,species,Myroides marinus,primary,False,703342,Myroides marinus,species,True
Myroides,odoratimimus,True,8,7,76832,Myroides odoratimimus,species,Myroides odoratimimus,primary,False,76832,Myroides odoratimimus,species,True
Myroides,odoratus,True,2,2,256,Myroides odoratus,species,Myroides odoratus,primary,False,256,Myroides odoratus,species,True
Myxococcus,xanthus,True,3,3,34,Myxococcus xanthus,species,Myxococcus xanthus,primary,False,34,Myxococcus xanthus,species,True
Nautella,italica,True,3,1,481446,Phaeobacter italicus,species,Nautella italica,Synonym,False,481446,Phaeobacter italicus,species,True
Neisseria,elongata,True,4,2,88719,Neisseria elongata subsp. glycolytica,subspecies,Neisseria elongata,primary,False,495,Neisseria elongata,species,True
Neisseria,gonorrhoeae,True,326,78,485,Neisseria gonorrhoeae,species,Neisseria gonorrhoeae,primary,False,485,Neisseria gonorrhoeae,species,True
Neisseria,lactamica,True,6,4,486,Neisseria lactamica,species,Neisseria lactamica,primary,False,486,Neisseria lactamica,species,True
Neisseria,meningitidis,True,721,190,487,Neisseria meningitidis,species,Neisseria meningitidis,primary,False,487,Neisseria meningitidis,species,True
Neisseria,mucosa,True,2,2,488,Neisseria mucosa,species,Neisseria mucosa,primary,False,488,Neisseria mucosa,species,True
Neisseria,polysaccharea,True,2,2,489,Neisseria polysaccharea,species,Neisseria polysaccharea,primary,False,489,Neisseria polysaccharea,species,True
Neisseria,weaveri,True,2,2,28091,Neisseria weaveri,species,Neisseria weaveri,primary,False,28091,Neisseria weaveri,species,True
Neorhizobium,galegae,True,10,4,399,Neorhizobium galegae,species,Neorhizobium galegae,primary,False,399,Neorhizobium galegae,species,True
Nereida,ignava,True,2,1,282199,Nereida ignava,species,Nereida ignava,primary,False,282199,Nereida ignava,species,True
Nitratireductor,aquibiodomus,True,2,2,204799,Nitratireductor aquibiodomus,species,Nitratireductor aquibiodomus,primary,False,204799,Nitratireductor aquibiodomus,species,True
Nitrosococcus,oceani,True,4,4,1229,Nitrosococcus oceani,species,Nitrosococcus oceani,primary,False,1229,Nitrosococcus oceani,species,True
Nocardia,arizonensis,True,2,1,1141647,Nocardia arizonensis,species,Nocardia arizonensis,primary,False,1141647,Nocardia arizonensis,species,True
Nocardia,carnea,True,2,2,37328,Nocardia carnea,species,Nocardia carnea,primary,False,37328,Nocardia carnea,species,True
Nocardia,farcinica,True,3,3,37329,Nocardia farcinica,species,Nocardia farcinica,primary,False,37329,Nocardia farcinica,species,True
Nocardia,jinanensis,True,2,1,1210082,Nocardia jinanensis NBRC 108249,strain,Nocardia jinanensis,primary,False,382504,Nocardia jinanensis,species,True
Nocardia,otitidiscaviarum,True,2,2,1823,Nocardia otitidiscaviarum,species,Nocardia otitidiscaviarum,primary,False,1823,Nocardia otitidiscaviarum,species,True
Nocardia,rhamnosiphila,True,3,1,1223547,Nocardia rhamnosiphila NBRC 108938,strain,Nocardia rhamnosiphila,primary,False,426716,Nocardia rhamnosiphila,species,True
Nocardia,seriolae,True,3,1,37332,Nocardia seriolae,species,Nocardia seriolae,primary,False,37332,Nocardia seriolae,species,True
Nocardia,vulneris,True,2,1,1141657,Nocardia vulneris,species,Nocardia vulneris,primary,False,1141657,Nocardia vulneris,species,True
Nocardiopsis,alba,True,2,2,53437,Nocardiopsis alba,species,Nocardiopsis alba,primary,False,53437,Nocardiopsis alba,species,True
Nocardiopsis,dassonvillei,True,2,2,2014,Nocardiopsis dassonvillei,species,Nocardiopsis dassonvillei,primary,False,2014,Nocardiopsis dassonvillei,species,True
Nodularia,spumigena,True,2,1,313624,Nodularia spumigena CCY9414,strain,Nodularia spumigena,primary,False,70799,Nodularia spumigena,species,True
Nonlabens,ulvanivorans,True,6,1,906888,Nonlabens ulvanivorans,species,Nonlabens ulvanivorans,primary,False,906888,Nonlabens ulvanivorans,species,True
Novosphingobium,nitrogenifigens,True,2,1,983920,Novosphingobium nitrogenifigens DSM 19370,strain,Novosphingobium nitrogenifigens,primary,False,378548,Novosphingobium nitrogenifigens,species,True
Novosphingobium,pentaromativorans,True,2,1,1088721,Novosphingobium pentaromativorans US6-1,strain,Novosphingobium pentaromativorans,primary,False,205844,Novosphingobium pentaromativorans,species,True
Novosphingobium,subterraneum,True,2,2,48936,Novosphingobium subterraneum,species,Novosphingobium subterraneum,primary,False,48936,Novosphingobium subterraneum,species,True
Oblitimonas,alkaliphila,True,7,1,1697053,Oblitimonas alkaliphila,species,Oblitimonas alkaliphila,primary,False,1697053,Oblitimonas alkaliphila,species,True
Oceanobacillus,picturae,True,2,1,171693,Oceanobacillus picturae,species,Oceanobacillus picturae,primary,False,171693,Oceanobacillus picturae,species,True
Ochrobactrum,anthropi,True,6,4,529,Ochrobactrum anthropi,species,Ochrobactrum anthropi,primary,False,529,Ochrobactrum anthropi,species,True
Ochrobactrum,intermedium,True,3,3,94625,Brucella intermedia,species,Ochrobactrum intermedium,Synonym,False,94625,Brucella intermedia,species,True
Oenococcus,kitaharae,True,2,1,1045004,Oenococcus kitaharae DSM 17330,strain,Oenococcus kitaharae,primary,False,336988,Oenococcus kitaharae,species,True
Oenococcus,oeni,True,59,52,1247,Oenococcus oeni,species,Oenococcus oeni,primary,False,1247,Oenococcus oeni,species,True
Oligella,urethralis,True,2,2,90245,Oligella urethralis,species,Oligella urethralis,primary,False,90245,Oligella urethralis,species,True
Oligotropha,carboxidovorans,True,3,2,40137,Oligotropha carboxidovorans,species,Oligotropha carboxidovorans,primary,False,40137,Oligotropha carboxidovorans,species,True
Olsenella,uli,True,3,2,133926,Olsenella uli,species,Olsenella uli,primary,False,133926,Olsenella uli,species,True
