id,name,rank,isroot,isleaf,ncbi_id,threshold,diameter,inferred_threshold_method,min_inter_dist,min_inter_taxon_id,min_inter_taxon_name,min_inter_overlaps_diameter
921,Aeromonas taiwanensis,species,False,True,633417,0.0140717206522822,0.014071721,diameter,0.8413681,915,Aeromonas caviae,False
922,Aeromonas diversa,species,False,True,502790,0.0123441079631447,0.012344108,diameter,0.84171283,918,Aeromonas schubertii,False
923,Aeromonas enteropelogenes,species,False,True,29489,0.4743686616420746,0.47436866,diameter,0.8997794,924,Aeromonas dhakensis,False
924,Aeromonas dhakensis,species,False,True,196024,0.0041841003112494,0.0041841003,diameter,0.7403897,913,Aeromonas hydrophila,False
925,Gardnerella vaginalis,species,False,True,2702,0.9188278079032898,0.96604276,min_inter,0.96718717,801,Neisseria gonorrhoeae,False
926,Franconibacter pulveris,species,False,True,435910,0.5650283098220825,0.5650283,diameter,0.89446753,927,Franconibacter helveticus,False
927,Franconibacter helveticus,species,False,True,357240,0.3469546735286712,0.34695467,diameter,0.89446753,926,Franconibacter pulveris,False
928,Photobacterium angustum,species,False,True,661,0.5467424392700195,0.54674244,diameter,0.93412715,930,Photobacterium leiognathi,False
929,Photobacterium gaetbulicola,species,False,True,1295392,0.6263524889945984,0.6263525,diameter,0.99183995,930,Photobacterium leiognathi,False
930,Photobacterium leiognathi,species,False,True,553611,0.6152744293212891,0.6152744,diameter,0.93412715,928,Photobacterium angustum,False
931,Photobacterium damselae,species,False,True,38293,0.6326612830162048,0.6326613,diameter,0.9856239,930,Photobacterium leiognathi,False
932,Photobacterium iliopiscarium,species,False,True,56192,0.2909204363822937,0.29092044,diameter,0.9354162,933,Photobacterium kishitanii,False
933,Photobacterium kishitanii,species,False,True,318456,0.4701709747314453,0.47017097,diameter,0.9354162,932,Photobacterium iliopiscarium,False
934,Vibrio owensii,species,False,True,696485,0.6296785473823547,0.62967855,diameter,0.8292158,943,Vibrio campbellii,False
935,Vibrio crassostreae,species,False,True,246167,0.6,0.8357247,custom,0.8161719,959,Vibrio splendidus,True
936,Vibrio alginolyticus,species,False,True,663,0.4504663050174713,0.4504663,diameter,0.7724959,947,Vibrio diabolicus,False
937,Vibrio cholerae,species,False,True,666,0.5803389549255371,0.58033895,diameter,0.8743344,963,Vibrio metoecus,False
938,Vibrio harveyi,species,False,True,669,0.4447984993457794,0.4447985,diameter,0.85432863,934,Vibrio owensii,False
939,Vibrio parahaemolyticus,species,False,True,670,0.5265448093414307,0.5265448,diameter,0.9029606,947,Vibrio diabolicus,False
940,Vibrio mimicus,species,False,True,674,0.549085795879364,0.5490858,diameter,0.89166474,963,Vibrio metoecus,False
941,Vibrio vulnificus,species,False,True,672,0.6985315680503845,0.69853157,diameter,0.917946,939,Vibrio parahaemolyticus,False
942,Vibrio fluvialis,species,False,True,676,0.5471357703208923,0.5471358,diameter,0.9029468,957,Vibrio furnissii,False
943,Vibrio campbellii,species,False,True,680,0.6585817337036133,0.65858173,diameter,0.8292158,934,Vibrio owensii,False
944,Vibrio mediterranei,species,False,True,689,0.4779600799083709,0.47796008,diameter,0.98807406,939,Vibrio parahaemolyticus,False
945,Vibrio natriegens,species,False,True,691,0.0046528601087629,0.00465286,diameter,0.96105206,939,Vibrio parahaemolyticus,False
946,Vibrio nereis,species,False,True,693,0.0027977132704108,0.0027977133,diameter,0.9808507,948,Vibrio sinaloensis,False
947,Vibrio diabolicus,species,False,True,50719,0.4639376103878021,0.4639376,diameter,0.7724959,936,Vibrio alginolyticus,False
948,Vibrio sinaloensis,species,False,True,379097,0.484763890504837,0.4847639,diameter,0.9774656,954,Vibrio orientalis,False
949,Vibrio coralliilyticus,species,False,True,190893,0.5749452114105225,0.5749452,diameter,0.96378064,934,Vibrio owensii,False
950,Vibrio rotiferianus,species,False,True,190895,0.5466896295547485,0.5466896,diameter,0.8634235,934,Vibrio owensii,False
951,Vibrio hyugaensis,species,False,True,1534743,0.4446181952953338,0.4446182,diameter,0.8617105,934,Vibrio owensii,False
952,Vibrio renipiscarius,species,False,True,1461322,0.0015500672161579,0.0015500672,diameter,0.98833454,948,Vibrio sinaloensis,False
953,Vibrio nigripulchritudo,species,False,True,28173,0.5795263051986694,0.5795263,diameter,0.9874544,939,Vibrio parahaemolyticus,False
954,Vibrio orientalis,species,False,True,28175,0.0012695312034338,0.0012695312,diameter,0.97412974,960,Vibrio tubiashii,False
955,Vibrio breoganii,species,False,True,553239,0.5043252110481262,0.5043252,diameter,0.98952377,935,Vibrio crassostreae,False
956,Vibrio azureus,species,False,True,512649,0.0088538154959678,0.0088538155,diameter,0.98046464,943,Vibrio campbellii,False
957,Vibrio furnissii,species,False,True,29494,0.4373224675655365,0.43732247,diameter,0.9029468,942,Vibrio fluvialis,False
958,Vibrio navarrensis,species,False,True,29495,0.5491428375244141,0.54914284,diameter,0.9703621,941,Vibrio vulnificus,False
959,Vibrio splendidus,species,False,True,29497,0.6895281076431274,0.6895281,diameter,0.8161719,935,Vibrio crassostreae,False
960,Vibrio tubiashii,species,False,True,29498,0.0333647020161151,0.033364702,diameter,0.97412974,954,Vibrio orientalis,False
961,Vibrio anguillarum,species,False,True,55601,0.1765560358762741,0.17655604,diameter,0.98449403,937,Vibrio cholerae,False
962,Vibrio cyclitrophicus,species,False,True,47951,0.3314285576343536,0.33142856,diameter,0.864729,959,Vibrio splendidus,False
963,Vibrio metoecus,species,False,True,1481663,0.4330389499664306,0.43303895,diameter,0.8743344,937,Vibrio cholerae,False
964,Vibrio tasmaniensis,species,False,True,212663,0.7,0.8725412,custom,0.8330236,959,Vibrio splendidus,True
965,Faecalitalea cylindroides,species,False,True,39483,0.5708501935005188,0.5708502,diameter,0.98304677,726,[Clostridium] innocuum,False
966,Leucobacter chromiiresistens,species,False,True,1079994,0.6857787370681763,0.68577874,diameter,0.97707736,1850,Curtobacterium oceanosedimentum,False
967,Aureimonas ureilytica,species,False,True,401562,0.9201525449752808,0.92015254,diameter,0.9731774,1856,Aurantimonas manganoxydans,False
968,Jonquetella anthropi,species,False,True,428712,0.1421847939491272,0.1421848,diameter,0.99374825,562,Azospirillum brasilense,False
969,Thermoclostridium stercorarium,species,False,True,1510,0.000562640663702,0.00056264066,diameter,0.9945955,970,Hungateiclostridium thermocellum,False
970,Hungateiclostridium thermocellum,species,False,True,1515,0.1698113232851028,0.16981132,diameter,0.9830393,971,Hungateiclostridium clariflavum,False
971,Hungateiclostridium clariflavum,species,False,True,288965,0.2386392503976822,0.23863925,diameter,0.9830393,970,Hungateiclostridium thermocellum,False
972,Marinobacter hydrocarbonoclasticus,species,False,True,2743,0.5909497141838074,0.5909497,diameter,0.9927606,628,Pseudomonas aeruginosa,False
973,Jejuia pallidilutea,species,False,True,504487,0.0129230767488479,0.012923077,diameter,0.9896964,1711,Algibacter lectus,False
974,Halomonas anticariensis,species,False,True,258591,0.0027104723267257,0.0027104723,diameter,0.9889373,975,Halomonas huangheensis,False
975,Halomonas huangheensis,species,False,True,1178482,0.0004821213369723,0.00048212134,diameter,0.9889373,974,Halomonas anticariensis,False
976,Carnobacterium inhibens,species,False,True,147709,0.4231838583946228,0.42318386,diameter,0.9418413,979,Carnobacterium jeotgali,False
977,Carnobacterium divergens,species,False,True,2748,0.0002203128387918,0.00022031284,diameter,0.98295236,978,Carnobacterium maltaromaticum,False
978,Carnobacterium maltaromaticum,species,False,True,2751,0.3741642236709595,0.37416422,diameter,0.98295236,977,Carnobacterium divergens,False
979,Carnobacterium jeotgali,species,False,True,545534,0.0192530732601881,0.019253073,diameter,0.9418413,976,Carnobacterium inhibens,False
980,Plesiomonas shigelloides,species,False,True,703,0.5021988749504089,0.5021989,diameter,0.9924541,910,Edwardsiella ictaluri,False
981,Mesorhizobium plurifarium,species,False,True,69974,0.5116211175918579,0.5116211,diameter,0.93489474,982,Mesorhizobium ciceri,False
982,Mesorhizobium ciceri,species,False,True,39645,0.3859575688838959,0.38595757,diameter,0.93489474,981,Mesorhizobium plurifarium,False
983,Moritella marina,species,False,True,90736,0.0030734841711819,0.0030734842,diameter,0.993986,1709,Aliivibrio fischeri,False
984,Brochothrix thermosphacta,species,False,True,2756,0.0118294917047023,0.011829492,diameter,0.9939459,1458,Enterococcus moraviensis,False
985,Actinobacillus pleuropneumoniae,species,False,True,715,0.3677636384963989,0.36776364,diameter,0.87286526,986,Actinobacillus suis,False
986,Actinobacillus suis,species,False,True,716,0.0788164436817169,0.07881644,diameter,0.87286526,985,Actinobacillus pleuropneumoniae,False
987,Haemophilus haemolyticus,species,False,True,726,0.6969836354255676,0.69698364,diameter,0.8276241,988,Haemophilus influenzae,False
988,Haemophilus influenzae,species,False,True,727,0.712895393371582,0.7128954,diameter,0.8276241,987,Haemophilus haemolyticus,False
989,Haemophilus parainfluenzae,species,False,True,729,0.7898982763290405,0.7898983,diameter,0.9459976,987,Haemophilus haemolyticus,False
990,Haemophilus parahaemolyticus,species,False,True,735,0.6636543273925781,0.6636543,diameter,0.9750864,991,Haemophilus sputorum,False
991,Haemophilus sputorum,species,False,True,1078480,0.2367906123399734,0.23679061,diameter,0.9750864,990,Haemophilus parahaemolyticus,False
992,Altererythrobacter marensis,species,False,True,543877,0.0004829751269426,0.00048297513,diameter,0.98819256,1791,Sphingopyxis terrae,False
993,Sorangium cellulosum,species,False,True,56,0.8719925880432129,0.8719926,diameter,0.9747883,1798,Streptomyces ruber,False
994,Anoxybacillus gonensis,species,False,True,198467,0.0052726338617503,0.005272634,diameter,0.9857713,669,Geobacillus kaustophilus,False
995,Sulfitobacter mediterraneus,species,False,True,83219,0.5881509780883789,0.588151,diameter,0.9852026,497,Thalassobius mediterraneus,False
996,Sulfitobacter donghicola,species,False,True,421000,0.0090305441990494,0.009030544,diameter,0.9867384,995,Sulfitobacter mediterraneus,False
997,Pasteurella multocida,species,False,True,747,0.4119856655597687,0.41198567,diameter,0.9730617,988,Haemophilus influenzae,False
998,Endozoicomonas elysicola,species,False,True,305900,0.0021971361711621,0.0021971362,diameter,0.9922184,999,Endozoicomonas montiporae,False
999,Endozoicomonas montiporae,species,False,True,1027273,0.033381100744009,0.0333811,diameter,0.9922184,998,Endozoicomonas elysicola,False
1000,Salinispora vitiensis,species,False,True,999544,0.0017521503614261,0.0017521504,diameter,0.7444717,1906,Salinispora pacifica subgroup 1,False
1001,Salinispora mooreana,species,False,True,999545,0.6448125243186951,0.6448125,diameter,0.8090479,1005,Salinispora fenicalii,False
1002,Salinispora oceanensis,species,False,True,1050199,0.2748973369598388,0.27489734,diameter,0.52663755,1907,Salinispora pacifica subgroup 2,False
1003,Salinispora arenicola,species,False,True,168697,0.6539553999900818,0.6539554,diameter,0.8923962,1004,Salinispora tropica,False
1004,Salinispora tropica,species,False,True,168695,0.3258464634418487,0.32584646,diameter,0.82957876,1001,Salinispora mooreana,False
1005,Salinispora fenicalii,species,False,True,1137263,0.2983168065547943,0.2983168,diameter,0.8090479,1001,Salinispora mooreana,False
1006,Salinispora pacifica,species,False,False,351187,,0.80480236,,0.52663755,1002,Salinispora oceanensis,True
1007,Anaplasma marginale,species,False,True,770,0.3413765728473663,0.34137657,diameter,0.9970458,1008,Anaplasma phagocytophilum,False
1008,Anaplasma phagocytophilum,species,False,True,948,0.5264663696289062,0.52646637,diameter,0.9970458,1007,Anaplasma marginale,False
1009,Glycomyces tenuis,species,False,True,58116,0.0060706404037773,0.0060706404,diameter,0.9716797,1817,Streptomyces viridochromogenes,False
1010,Smaragdicoccus niigatensis,species,False,True,359359,0.0009460737928748,0.0009460738,diameter,0.98104787,1755,Nocardia seriolae,False
1011,Bartonella doshiae,species,False,True,33044,0.0140000004321336,0.014,diameter,0.9485561,1012,Bartonella grahamii,False
1012,Bartonella grahamii,species,False,True,33045,0.141929030418396,0.14192903,diameter,0.88386536,1017,Bartonella tribocorum,False
1013,Bartonella vinsonii,species,False,True,33047,0.8256517052650452,0.8256517,diameter,0.9478217,1021,Bartonella washoeensis,False
1014,Bartonella bacilliformis,species,False,True,774,0.2177332788705825,0.21773328,diameter,0.9806399,1023,Bartonella bovis,False
1015,Bartonella quintana,species,False,True,803,0.311522513628006,0.3115225,diameter,0.9283302,1020,Bartonella henselae,False
1016,Bartonella elizabethae,species,False,True,807,0.0869068056344986,0.086906806,diameter,0.8543461,1017,Bartonella tribocorum,False
1017,Bartonella tribocorum,species,False,True,85701,0.0125722903758287,0.01257229,diameter,0.8543461,1016,Bartonella elizabethae,False
1018,Bartonella tamiae,species,False,True,373638,0.0287311989814043,0.028731199,diameter,0.9939387,1016,Bartonella elizabethae,False
1019,Bartonella birtlesii,species,False,True,111504,0.0982409566640853,0.09824096,diameter,0.94861287,1012,Bartonella grahamii,False
1020,Bartonella henselae,species,False,True,38323,0.213005781173706,0.21300578,diameter,0.9283302,1015,Bartonella quintana,False
1021,Bartonella washoeensis,species,False,True,186739,0.3858835697174072,0.38588357,diameter,0.9375115,1015,Bartonella quintana,False
1022,Bartonella clarridgeiae,species,False,True,56426,0.0062656640075147,0.006265664,diameter,0.97761977,1023,Bartonella bovis,False
1023,Bartonella bovis,species,False,True,155194,0.6479400992393494,0.6479401,diameter,0.97761977,1022,Bartonella clarridgeiae,False
1024,Bartonella rattimassiliensis,species,False,True,270250,0.0423572733998298,0.042357273,diameter,0.9080128,1012,Bartonella grahamii,False
1025,Coxiella burnetii,species,False,True,777,0.1943565458059311,0.19435655,diameter,0.9971802,1460,Lactococcus lactis,False
1026,Rickettsia hoogstraalii,species,False,True,467174,0.2310704886913299,0.23107049,diameter,0.7274256,1035,Rickettsia felis,False
1027,Rickettsia conorii,species,False,True,781,0.2130703777074813,0.21307038,diameter,0.25198337,1037,Rickettsia parkeri,False
1028,Rickettsia prowazekii,species,False,True,782,0.0440677963197231,0.044067796,diameter,0.9482711,1036,Rickettsia japonica,False
1029,Rickettsia rickettsii,species,False,True,783,0.1160311624407768,0.11603116,diameter,0.37355313,1037,Rickettsia parkeri,False
1030,Rickettsia australis,species,False,True,787,0.0208083242177963,0.020808324,diameter,0.7971355,1026,Rickettsia hoogstraalii,False
1031,Rickettsia canadensis,species,False,True,788,0.2931276261806488,0.29312763,diameter,0.9246126,1027,Rickettsia conorii,False
1032,Rickettsia amblyommatis,species,False,True,33989,0.2678821980953216,0.2678822,diameter,0.5511926,1034,Rickettsia rhipicephali,False
1033,Rickettsia bellii,species,False,True,33990,0.1176690310239791,0.11766903,diameter,0.9692749,1034,Rickettsia rhipicephali,False
1034,Rickettsia rhipicephali,species,False,True,33992,0.1739954501390457,0.17399545,diameter,0.5401688,1037,Rickettsia parkeri,False
1035,Rickettsia felis,species,False,True,42862,0.0990271046757698,0.099027105,diameter,0.7274256,1026,Rickettsia hoogstraalii,False
1036,Rickettsia japonica,species,False,True,35790,0.0012738853693008,0.0012738854,diameter,0.4911547,1037,Rickettsia parkeri,False
1037,Rickettsia parkeri,species,False,True,35792,0.0004275331448297,0.00042753314,diameter,0.23190603,1038,Rickettsia sibirica,False
1038,Rickettsia sibirica,species,False,True,35793,0.1747035533189773,0.17470355,diameter,0.23190603,1037,Rickettsia parkeri,False
1039,Candidatus Profftella armatura,species,False,True,669502,0.0046403710730373,0.004640371,diameter,0.99520767,479,Mycoplasma hyopneumoniae,False
1040,Ketogulonicigenium vulgare,species,False,True,92945,0.0039726877585053,0.0039726878,diameter,0.98270047,618,Paracoccus pantotrophus,False
1041,Veillonella parvula,species,False,True,29466,0.6693333387374878,0.66933334,diameter,0.9611055,1042,Veillonella atypica,False
1042,Veillonella atypica,species,False,True,39777,0.5332733988761902,0.5332734,diameter,0.9611055,1041,Veillonella parvula,False
1043,Veillonella montpellierensis,species,False,True,187328,0.4217946231365204,0.42179462,diameter,0.9930327,1041,Veillonella parvula,False
1044,Ruegeria atlantica,species,False,True,81569,0.6421458125114441,0.6421458,diameter,0.9877877,1523,Phaeobacter italicus,False
1045,Pelosinus fermentans,species,False,True,365349,0.1677151024341583,0.1677151,diameter,0.99465793,686,Sporomusa ovata,False
1046,Olsenella uli,species,False,True,133926,0.2968192398548126,0.29681924,diameter,0.9888597,1678,Brevibacterium casei,False
1047,Chlamydia trachomatis,species,False,True,813,0.5658740401268005,0.56587404,diameter,0.9444061,1051,Chlamydia muridarum,False
1048,Chlamydia psittaci,species,False,True,83554,0.4303586184978485,0.43035862,diameter,0.75481385,1049,Chlamydia abortus,False
1049,Chlamydia abortus,species,False,True,83555,0.0935700610280036,0.09357006,diameter,0.75481385,1048,Chlamydia psittaci,False
1050,Chlamydia pneumoniae,species,False,True,83558,0.1816964298486709,0.18169643,diameter,0.9919517,1048,Chlamydia psittaci,False
1051,Chlamydia muridarum,species,False,True,83560,0.1472727209329605,0.14727272,diameter,0.9444061,1047,Chlamydia trachomatis,False
1052,Chlamydia pecorum,species,False,True,85991,0.2438625246286392,0.24386252,diameter,0.99177194,1048,Chlamydia psittaci,False
1053,Photorhabdus temperata,species,False,True,574560,0.3773711621761322,0.37737116,diameter,0.9283589,1055,Photorhabdus laumondii,False
1054,Photorhabdus luminescens,species,False,True,29488,0.6421228647232056,0.64212286,diameter,0.809608,1055,Photorhabdus laumondii,False
1055,Photorhabdus laumondii,species,False,True,2218628,0.1619818210601806,0.16198182,diameter,0.809608,1054,Photorhabdus luminescens,False
1056,Bacteroides fragilis,species,False,True,817,0.9154892325401306,0.9281158,min_inter,0.9636729,1066,Bacteroides salyersiae,False
1057,Bacteroides thetaiotaomicron,species,False,True,818,0.5487266778945923,0.5487267,diameter,0.9522011,1069,Bacteroides caccae,False
1058,Bacteroides uniformis,species,False,True,820,0.5420867800712585,0.5420868,diameter,0.9495549,1064,Bacteroides eggerthii,False
1059,Bacteroides cellulosilyticus,species,False,True,246787,0.5578185319900513,0.55781853,diameter,0.895995,1060,Bacteroides intestinalis,False
1060,Bacteroides intestinalis,species,False,True,329854,0.4104998707771301,0.41049987,diameter,0.895995,1059,Bacteroides cellulosilyticus,False
1061,Bacteroides finegoldii,species,False,True,338188,0.0018044793978333,0.0018044794,diameter,0.9270284,1065,Bacteroides ovatus,False
1062,Bacteroides graminisolvens,species,False,True,477666,0.0451349131762981,0.045134913,diameter,0.9937763,1056,Bacteroides fragilis,False
1063,Bacteroides xylanisolvens,species,False,True,371601,0.0064618927426636,0.0064618927,diameter,0.7298649,1065,Bacteroides ovatus,False
1064,Bacteroides eggerthii,species,False,True,28111,0.4515072107315063,0.4515072,diameter,0.9495549,1058,Bacteroides uniformis,False
1065,Bacteroides ovatus,species,False,True,28116,0.6765673160552979,0.6765673,diameter,0.7298649,1063,Bacteroides xylanisolvens,False
1066,Bacteroides salyersiae,species,False,True,291644,0.3335361182689667,0.33353612,diameter,0.9602677,703,Phocaeicola dorei,False
1067,Bacteroides nordii,species,False,True,291645,0.4484312236309051,0.44843122,diameter,0.9649046,1056,Bacteroides fragilis,False
1068,Bacteroides stercoris,species,False,True,46506,0.5384615659713745,0.53846157,diameter,0.9518713,1064,Bacteroides eggerthii,False
1069,Bacteroides caccae,species,False,True,47678,0.3977571427822113,0.39775714,diameter,0.93865705,1065,Bacteroides ovatus,False
1070,Bacteroides pyogenes,species,False,True,310300,0.7241795659065247,0.72417957,diameter,0.9900575,1065,Bacteroides ovatus,False
1071,Bacteroides propionicifaciens,species,False,True,392838,0.0076595745049417,0.0076595745,diameter,0.9958713,1092,Prevotella amnii,False
1072,Bacteroides gallinarum,species,False,True,376806,0.0065939640626311,0.006593964,diameter,0.95758307,1064,Bacteroides eggerthii,False
1073,Hungatella hathewayi,species,False,True,154046,0.2887663543224334,0.28876635,diameter,0.98532176,1344,[Clostridium] symbiosum,False
1074,Mycobacteroides immunogenum,species,False,True,83262,0.0882144272327423,0.08821443,diameter,0.9026603,1075,Mycobacteroides abscessus,False
1075,Mycobacteroides abscessus,species,False,True,36809,0.599596381187439,0.5995964,diameter,0.9026603,1074,Mycobacteroides immunogenum,False
1076,Bellilinea caldifistulae,species,False,True,360411,0.0023242300376296,0.00232423,diameter,0.99498093,823,Bordetella bronchiseptica,False
1077,Leptolinea tardivitalis,species,False,True,229920,0.0007634559297002,0.00076345593,diameter,0.9963466,889,Xenorhabdus nematophila,False
1078,Butyrivibrio fibrisolvens,species,False,True,831,0.6136090159416199,0.613609,diameter,0.9883786,1079,Butyrivibrio proteoclasticus,False
1079,Butyrivibrio proteoclasticus,species,False,True,43305,0.564026951789856,0.56402695,diameter,0.9883786,1078,Butyrivibrio fibrisolvens,False
1080,Fibrobacter succinogenes,species,False,True,833,0.0013723068404942,0.0013723068,diameter,0.9957187,720,Rhizobium leguminosarum,False
1081,Porphyromonas crevioricanis,species,False,True,393921,0.2301679253578186,0.23016793,diameter,0.9860487,1088,Porphyromonas canoris,False
1082,Porphyromonas gingivalis,species,False,True,837,0.3814282715320587,0.38142827,diameter,0.7680573,1089,Porphyromonas gulae,False
1083,Porphyromonas catoniae,species,False,True,41976,0.53728187084198,0.5372819,diameter,0.996229,1084,Porphyromonas uenonis,False
1084,Porphyromonas uenonis,species,False,True,281920,0.0151416826993227,0.015141683,diameter,0.863994,1086,Porphyromonas asaccharolytica,False
1085,Porphyromonas macacae,species,False,True,28115,0.5541777014732361,0.5541777,diameter,0.986483,1089,Porphyromonas gulae,False
1086,Porphyromonas asaccharolytica,species,False,True,28123,0.3101634383201599,0.31016344,diameter,0.863994,1084,Porphyromonas uenonis,False
1087,Porphyromonas cangingivalis,species,False,True,36874,0.3944142460823059,0.39441425,diameter,0.98307043,1089,Porphyromonas gulae,False
1088,Porphyromonas canoris,species,False,True,36875,0.4165285229682922,0.41652852,diameter,0.9860487,1081,Porphyromonas crevioricanis,False
1089,Porphyromonas gulae,species,False,True,111105,0.5205176472663879,0.52051765,diameter,0.7680573,1082,Porphyromonas gingivalis,False
1090,Porphyromonas gingivicanis,species,False,True,266762,0.3109863102436065,0.3109863,diameter,0.99093705,1088,Porphyromonas canoris,False
1091,Prevotella loescheii,species,False,True,840,0.0124902417883276,0.012490242,diameter,0.9854921,1109,Prevotella nigrescens,False
1092,Prevotella amnii,species,False,True,419005,0.47826087474823,0.47826087,diameter,0.95258874,1102,Prevotella bivia,False
1093,Prevotella marshii,species,False,True,189722,0.005098788999021,0.005098789,diameter,0.9804542,1106,Prevotella denticola,False
1094,Prevotella micans,species,False,True,189723,0.01055409014225,0.01055409,diameter,0.9871758,1109,Prevotella nigrescens,False
1095,Prevotella brevis,species,False,True,83231,0.5149361491203308,0.51493615,diameter,0.99459374,1100,Prevotella dentalis,False
1096,Prevotella timonensis,species,False,True,386414,0.7054605484008789,0.70546055,diameter,0.95179725,1104,Prevotella buccalis,False
1097,Prevotella enoeca,species,False,True,76123,0.0074404762126505,0.007440476,diameter,0.9036222,1118,Prevotella pleuritidis,False
1098,Prevotella baroniae,species,False,True,305719,0.3688425719738006,0.36884257,diameter,0.97938144,1103,Prevotella buccae,False
1099,Prevotella saccharolytica,species,False,True,633701,0.5498008131980896,0.5498008,diameter,0.9835058,1109,Prevotella nigrescens,False
1100,Prevotella dentalis,species,False,True,52227,0.0040558078326284,0.004055808,diameter,0.9875112,1098,Prevotella baroniae,False
1101,Prevotella bryantii,species,False,True,77095,0.3859564661979675,0.38595647,diameter,0.9914223,1115,Prevotella albensis,False
1102,Prevotella bivia,species,False,True,28125,0.4977551102638244,0.4977551,diameter,0.95258874,1092,Prevotella amnii,False
1103,Prevotella buccae,species,False,True,28126,0.4067285656929016,0.40672857,diameter,0.97532666,1097,Prevotella enoeca,False
1104,Prevotella buccalis,species,False,True,28127,0.5890995860099792,0.5890996,diameter,0.95179725,1096,Prevotella timonensis,False
1105,Prevotella corporis,species,False,True,28128,0.4116171598434448,0.41161716,diameter,0.95751834,1107,Prevotella disiens,False
1106,Prevotella denticola,species,False,True,28129,0.4007578790187835,0.40075788,diameter,0.9691091,1120,Prevotella fusca,False
1107,Prevotella disiens,species,False,True,28130,0.5006008744239807,0.5006009,diameter,0.95751834,1105,Prevotella corporis,False
1108,Prevotella intermedia,species,False,True,28131,0.6534507870674133,0.6534508,diameter,0.91182834,1109,Prevotella nigrescens,False
1109,Prevotella nigrescens,species,False,True,28133,0.5491088628768921,0.54910886,diameter,0.91182834,1108,Prevotella intermedia,False
1110,Prevotella oralis,species,False,True,28134,0.5557416677474976,0.55574167,diameter,0.98370993,1109,Prevotella nigrescens,False
1111,Prevotella oris,species,False,True,28135,0.5359873175621033,0.5359873,diameter,0.96221507,1119,Prevotella salivae,False
1112,Prevotella oulorum,species,False,True,28136,0.563075602054596,0.5630756,diameter,0.974941,1097,Prevotella enoeca,False
1113,Prevotella veroralis,species,False,True,28137,0.5476723909378052,0.5476724,diameter,0.9763177,1114,Prevotella histicola,False
1114,Prevotella histicola,species,False,True,470565,0.4644633531570434,0.46446335,diameter,0.9763177,1113,Prevotella veroralis,False
1115,Prevotella albensis,species,False,True,77768,0.0113352229818701,0.011335223,diameter,0.9914223,1101,Prevotella bryantii,False
1116,Prevotella paludivivens,species,False,True,185294,0.0078125,0.0078125,diameter,0.99391174,1111,Prevotella oris,False
1117,Prevotella maculosa,species,False,True,439703,0.545876681804657,0.5458767,diameter,0.96687317,1111,Prevotella oris,False
1118,Prevotella pleuritidis,species,False,True,407975,0.3151923418045044,0.31519234,diameter,0.9036222,1097,Prevotella enoeca,False
1119,Prevotella salivae,species,False,True,228604,0.5467128157615662,0.5467128,diameter,0.96221507,1111,Prevotella oris,False
1120,Prevotella fusca,species,False,True,589436,0.0097394380718469,0.009739438,diameter,0.9691091,1106,Prevotella denticola,False
1121,Prevotella nanceiensis,species,False,True,425941,0.0040036956779658,0.0040036957,diameter,0.9876618,1102,Prevotella bivia,False
1122,Wohlfahrtiimonas chitiniclastica,species,False,True,400946,0.5268333554267883,0.52683336,diameter,0.996269,961,Vibrio anguillarum,False
1123,Roseburia inulinivorans,species,False,True,360807,0.5377451181411743,0.5377451,diameter,0.9828629,1148,Dorea formicigenerans,False
1124,Sanguibacteroides justesenii,species,False,True,1547597,0.1674230992794037,0.1674231,diameter,0.987603,1066,Bacteroides salyersiae,False
1125,Fusobacterium gonidiaformans,species,False,True,849,0.4149476885795593,0.4149477,diameter,0.95438653,1127,Fusobacterium necrophorum,False
1126,Fusobacterium nucleatum,species,False,True,851,0.65,0.8914858,custom,0.78724,1129,Fusobacterium hwasookii,True
1127,Fusobacterium necrophorum,species,False,True,859,0.5989804863929749,0.5989805,diameter,0.95438653,1125,Fusobacterium gonidiaformans,False
1128,Fusobacterium ulcerans,species,False,True,861,0.3848568797111511,0.38485688,diameter,0.98876923,1126,Fusobacterium nucleatum,False
1129,Fusobacterium hwasookii,species,False,True,1583098,0.4964412748813629,0.49644127,diameter,0.78724,1126,Fusobacterium nucleatum,False
1130,Brachyspira hyodysenteriae,species,False,True,159,0.2547447085380554,0.2547447,diameter,0.95500255,1131,Brachyspira pilosicoli,False
1131,Brachyspira pilosicoli,species,False,True,52584,0.4158288240432739,0.41582882,diameter,0.95500255,1130,Brachyspira hyodysenteriae,False
1132,Mycetocola saprophilus,species,False,True,76636,0.0005286343512125,0.00052863435,diameter,0.95303506,1815,Streptomyces rimosus,False
1133,Dichelobacter nodosus,species,False,True,870,0.1177660897374153,0.11776609,diameter,0.995362,1576,Kingella kingae,False
1134,Desulfovibrio alaskensis,species,False,True,58180,0.2087912112474441,0.20879121,diameter,0.9912162,1609,Geobacter sulfurreducens,False
1135,Desulfovibrio gigas,species,False,True,879,0.012491026893258,0.012491027,diameter,0.9869974,665,Desulfocurvibacter africanus,False
1136,Desulfovibrio vulgaris,species,False,True,881,0.2719737589359283,0.27197376,diameter,0.98805225,562,Azospirillum brasilense,False
1137,Desulfovibrio hydrothermalis,species,False,True,191026,0.0125017361715435,0.012501736,diameter,0.9965096,1476,Bacillus velezensis,False
